,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,EPS*ROE,Return_Rate,ROE_20,ROE_19,roe_past_2,roe_past_3,영업이익 - 20E,그룹,Est.시가총액(억),Est / 현재 (%)
12,003380,하림지주,기타 금융업,지주사업,0,6538.0,7080.0,550000.0,0.78,2.81,3.24,6.36,14.34,3310.0,10,33100.0,405.99999999999994
13,175330,JB금융지주,기타 금융업,금융지주 회사,0,9229.0,4685.0,1661000.0,3.55,9.09,10.36,8.69,7.86,4658.0,10,46580.0,405.0
14,003070,코오롱글로벌,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",0,3202.0,12700.0,3174000.0,2.5,16.05,10.74,3.59,3.38,1573.0,10,15730.0,391.0
15,139130,DGB금융지주,기타 금융업,지주회사,0,9421.0,5570.0,1753000.0,3.15,6.22,7.31,9.25,7.97,4474.0,10,44740.0,375.0
16,007980,태평양물산,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",0,831.0,1725.0,124000.0,0.72,3.44,6.99,7.14,7.86,385.0,10,3850.0,363.0
17,040910,아이씨디,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입",6,3009.0,16900.0,5894000.0,3.49,30.61,8.01,22.47,19.84,669.0,20,13380.0,345.0
18,016450,한세예스24홀딩스,봉제의복 제조업,"의류(니트) 제조,도소매,원단 제조,부동산 임대",0,1728.0,4320.0,233000.0,0.54,3.43,7.58,-5.83,11.52,765.0,10,7650.0,343.0
19,138930,BNK금융지주,기타 금융업,금융지주회사,0,17829.0,5470.0,1523000.0,2.78,5.84,7.07,6.84,5.83,7283.0,10,72830.0,308.0
20,025000,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",6,2231.0,46100.0,14690000.0,3.19,7.44,9.04,2.54,6.19,454.0,20,9080.0,307.0
21,213500,한솔제지,"펄프, 종이 및 판지 제조업","인쇄용지, 산업용지, 특수지 제조 및 판매",0,3356.0,14100.0,3361000.0,2.38,12.98,6.92,7.49,8.81,1340.0,10,13400.0,299.0
22,000210,대림산업,토목 건설업,"산업플랜트공사,건축,토목,폴리에틸렌,폴리부텐,각종폴리머 제조,기술용역",3,30346.0,87200.0,20299000.0,2.33,12.49,11.74,12.37,10.14,11996.0,10,119960.0,295.0
23,056190,에스에프에이,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기",6,12371.0,34450.0,8474000.0,2.46,16.34,15.9,20.22,29.26,2383.0,20,47660.0,285.0
24,298020,효성티앤씨,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",3,4998.0,115500.0,12955000.0,1.12,11.14,20.86,0.0,0.0,1917.0,10,19170.0,284.0
25,001230,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",0,6155.0,6450.0,0.0,0.0,-3.38,-3.63,-14.25,0.2,2302.0,10,23020.0,274.0
26,123890,한국자산신탁,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs",6,4209.0,3395.0,942000.0,2.77,16.31,14.28,18.52,27.12,1550.0,10,15500.0,268.0
27,042670,두산인프라코어,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매",0,16560.0,7910.0,739000.0,0.93,6.5,11.59,14.04,8.13,5956.0,10,59560.0,260.0
28,316140,우리금융지주,기타 금융업,금융지주,4,65726.0,9100.0,1990000.0,2.19,6.53,0.0,0.0,0.0,23200.0,10,232000.0,252.99999999999997
29,222800,심텍,전자부품 제조업,반도체용 인쇄회로기판,0,6132.0,19250.0,5282000.0,2.74,36.24,-19.5,2.36,8.2,1079.0,20,21580.0,252.0
30,006040,동원산업,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",0,7447.0,202500.0,37375000.0,1.85,12.42,4.45,7.35,19.65,2565.0,10,25650.0,244.0
31,005880,대한해운,해상 운송업,"외항화물운송,국제해운대리점",0,4140.0,16950.0,3505000.0,2.07,9.75,11.47,10.94,19.23,1409.0,10,14090.0,240.0
32,023410,유진기업,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,0,3286.0,4250.0,793000.0,1.87,7.99,2.61,3.15,12.44,1116.0,10,11160.0,240.0
33,086790,하나금융지주,기타 금융업,기타 금융,0,92475.0,30800.0,7495000.0,2.43,7.75,8.77,8.88,8.79,31028.0,10,310280.0,236.0
34,084010,대한제강,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",6,1708.0,6930.0,1704000.0,2.46,8.83,6.73,-3.83,6.86,570.0,10,5700.0,234.0
35,078930,GS,기타 금융업,지주회사/부동산 임대,2,33403.0,35950.0,551000.0,0.15,0.59,6.26,11.14,13.42,11137.0,10,111370.0,233.0
36,294870,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",5,14302.0,21700.0,5674000.0,2.61,14.16,20.3,0.0,0.0,4749.0,10,47490.0,231.99999999999997
37,006360,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",0,22187.0,27700.0,5721000.0,2.07,11.06,11.79,17.34,-5.22,7336.0,10,73360.0,231.0
38,001500,현대차증권,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",0,2963.0,10100.0,1832000.0,1.81,7.18,7.93,6.06,6.04,980.0,10,9800.0,231.0
39,183190,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",3,2400.0,61600.0,6956000.0,1.13,3.37,3.53,2.08,8.16,767.0,10,7670.0,220.00000000000003
40,000990,DB하이텍,반도체 제조업,반도체 제조,4,16383.0,36900.0,7892000.0,2.14,24.02,17.4,17.12,27.62,2588.0,20,51760.0,216.0
41,251370,와이엠티,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",5,1670.0,22550.0,2282000.0,1.01,18.74,18.6,12.01,14.2,259.0,20,5180.0,210.0
42,047040,대우건설,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",0,14651.0,3525.0,636000.0,1.8,10.19,8.8,13.2,12.12,4491.0,10,44910.0,206.99999999999997
43,024110,기업은행,은행 및 저축기관,은행업,0,64264.0,8700.0,1901000.0,2.19,6.16,7.36,8.62,7.98,19651.0,10,196510.0,206.0
44,002990,금호산업,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",0,2660.0,7260.0,1706000.0,2.35,15.41,3.2,-0.13,27.07,803.0,10,8030.0,202.0
45,091440,텔레필드,통신 및 방송 장비 제조업,광전송장비,6,386.0,4205.0,883000.0,2.1,26.08,19.28,-52.2,2.11,116.0,10,1160.0,200.99999999999997
46,071320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",0,4122.0,35600.0,4249000.0,1.19,3.17,-1.66,-13.36,3.85,1215.0,10,12150.0,195.0
47,195870,해성디에스,전자부품 제조업,반도체 패키지용 Substrate,6,3426.0,20150.0,4258000.0,2.11,16.19,9.06,11.05,14.02,503.0,20,10060.0,194.0
48,055550,신한지주,기타 금융업,금융지주회사,0,156109.0,32700.0,6419000.0,1.96,7.83,9.09,9.21,9.13,45457.0,10,454570.0,191.0
49,036200,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),6,2309.0,7530.0,1578000.0,2.1,18.8,18.57,22.72,29.81,335.0,20,6700.0,190.0
50,005960,동부건설,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",4,2543.0,11200.0,3126000.0,2.79,15.91,15.29,22.21,34.56,736.0,10,7360.0,189.0
51,041920,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",6,1661.0,19200.0,4780000.0,2.49,30.78,12.68,6.95,7.27,240.0,20,4800.0,189.0
52,047050,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",0,18506.0,15000.0,2181000.0,1.45,8.6,7.06,5.45,6.61,5305.0,10,53050.0,187.0
53,067990,도이치모터스,자동차 판매업,수입자동차,0,1996.0,7120.0,1140000.0,1.6,12.88,26.2,20.58,3.48,563.0,10,5630.0,182.0
54,136490,선진,동물용 사료 및 조제식품 제조업,조제동물사료,1,2497.0,10500.0,1388000.0,1.32,9.8,6.72,5.61,20.98,685.0,10,6850.0,174.0
55,058110,멕아이씨에스,의료용 기기 제조업,인공호흡기,2,2866.0,42350.0,9464000.0,2.23,781.4,-31.4,-41.83,-21.98,391.0,20,7820.0,173.0
56,008560,메리츠증권,금융 지원 서비스업,"유가증권의 위탁매매,자기매매,인수공모주선업무",0,24199.0,3580.0,638000.0,1.78,10.98,15.06,13.0,13.79,6575.0,10,65750.0,172.0
57,101160,월덱스,전자부품 제조업,반도체용링및전극,4,2229.0,13500.0,3258000.0,2.41,29.99,24.22,28.23,13.94,302.0,20,6040.0,171.0
58,034830,한국토지신탁,신탁업 및 집합투자업,부동산신탁 등,6,4482.0,1775.0,419000.0,2.36,11.31,12.72,21.75,25.66,1205.0,10,12050.0,169.0
59,044450,KSS해운,해상 운송업,"특수화물해상운송(케이컬,액화가스,냉동.냉장화물),선박대여",0,1973.0,8510.0,1113000.0,1.31,8.79,8.79,8.73,11.09,524.0,10,5240.0,166.0
60,015760,한국전력공사,전기업,"전력자원개발,발전,송전,전력용기자재확보",0,140911.0,21950.0,2456000.0,1.12,2.31,-3.42,-1.86,1.81,37478.0,10,374780.0,166.0
61,006260,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",0,13653.0,42400.0,3513000.0,0.83,3.53,0.8,13.73,11.48,3622.0,10,36220.0,165.0
62,105560,KB금융,기타 금융업,-,0,165492.0,39800.0,7448000.0,1.87,7.82,8.92,8.78,10.18,43553.0,10,435530.0,163.0
63,089790,제이티,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등),4,663.0,6430.0,1726000.0,2.68,28.39,15.51,13.11,-1.2,87.0,20,1740.0,162.0
64,067170,오텍,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스",0,1724.0,11200.0,1490000.0,1.33,14.64,7.58,11.25,17.45,450.0,10,4500.0,161.0
65,003690,코리안리,재 보험업,금융보험/부동산 임대,0,8992.0,7470.0,0.0,0.0,0.0,8.04,4.68,6.22,2350.0,10,23500.0,161.0
66,263690,디알젬,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",4,2333.0,20600.0,4634000.0,2.25,58.03,17.88,20.99,31.7,302.0,20,6040.0,159.0
67,089030,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",5,3758.0,19450.0,3486000.0,1.79,17.72,6.41,12.77,29.18,484.0,20,9680.0,158.0
68,003540,대신증권,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",0,5687.0,11200.0,1233000.0,1.1,5.34,4.79,7.34,6.36,1450.0,10,14500.0,155.0
69,047310,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",휴대폰 배터리 등 2차전지용 보호회로,6,2671.0,7760.0,0.0,0.0,0.0,26.19,13.95,6.91,340.0,20,6800.0,155.0
70,001120,LG상사,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",0,6337.0,16350.0,7491000.0,4.58,22.28,2.48,-6.06,4.93,1593.0,10,15930.0,151.0
71,034310,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",6,7463.0,19700.0,1774000.0,0.9,9.42,4.39,10.01,9.21,1874.0,10,18740.0,151.0
72,241790,오션브릿지,특수 목적용 기계 제조업,"반도체 케미칼(HCDS, Ticl4 외), 반도체 장비",6,1790.0,17900.0,3420000.0,1.91,26.48,17.69,29.43,25.01,224.0,20,4480.0,150.0
73,210540,디와이파워,특수 목적용 기계 제조업,유공압기기 등,4,1264.0,11450.0,2201000.0,1.92,13.44,12.03,18.33,26.71,315.0,10,3150.0,149.0
74,004690,삼천리,연료용 가스 제조 및 배관공급업,도시가스 공급/부동산 임대,0,3167.0,78100.0,6917000.0,0.89,2.17,2.98,2.57,1.07,783.0,10,7830.0,147.0
75,255440,야스,특수 목적용 기계 제조업,"OLED 증착기, OLED 증착원",6,1920.0,14700.0,3063000.0,2.08,26.55,11.22,29.17,20.84,470.0,10,4700.0,145.0
76,253590,네오셈,특수 목적용 기계 제조업,반도체 검사장비,4,1085.0,2890.0,720000.0,2.49,30.07,-4.94,24.4,0.0,132.0,20,2640.0,143.0
77,018670,SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1,8556.0,92700.0,24831000.0,2.68,13.22,9.85,3.9,7.08,2072.0,10,20720.0,142.0
78,183300,코미코,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅,2,3256.0,36100.0,5606000.0,1.55,18.37,21.04,36.03,34.4,393.0,20,7860.0,141.0
79,039490,키움증권,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선",0,24420.0,110500.0,16347000.0,1.48,17.43,16.97,10.84,17.36,5882.0,10,58820.0,141.0
80,043290,케이맥,특수 목적용 기계 제조업,"FPD, 반도체 공정용 검사장비 및 바이오/의료진단기기, Lab용 분석기기",6,585.0,1575.0,332000.0,2.11,13.84,-21.99,14.37,-12.94,70.0,20,1400.0,139.0
81,900340,윙입푸드,기타 금융업,육가공 제품,6,744.0,1550.0,246000.0,1.59,11.78,11.11,31.07,44.77,178.0,10,1780.0,139.0
82,102710,이엔에프테크놀로지,기타 화학제품 제조업,LCD/반도체용 케미칼,6,6551.0,45950.0,8426000.0,1.83,20.38,18.9,14.05,15.9,776.0,20,15520.0,137.0
83,298000,효성화학,기초 화학물질 제조업,-,3,3525.0,110500.0,7707000.0,0.7,5.34,21.37,0.0,0.0,834.0,10,8340.0,137.0
84,035810,이지홀딩스,동물용 사료 및 조제식품 제조업,지주회사,0,2648.0,4760.0,317000.0,0.67,4.21,1.45,8.75,9.03,623.0,10,6230.0,135.0
85,005940,NH투자증권,금융 지원 서비스업,"증권업,종합금융",0,26790.0,9520.0,1448000.0,1.52,7.86,9.12,7.31,7.39,6253.0,10,62530.0,133.0
86,083550,케이엠,기타 섬유제품 제조업,클린룸용Wiper,6,1871.0,18200.0,3890000.0,2.14,47.76,8.15,6.07,6.14,432.0,10,4320.0,131.0
87,228850,레이언스,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",6,2016.0,12150.0,2144000.0,1.76,8.85,7.81,8.77,8.55,231.0,20,4620.0,129.0
88,004430,송원산업,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",3,3120.0,13000.0,1621000.0,1.25,8.73,8.24,9.61,9.6,715.0,10,7150.0,129.0
89,089470,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",5,1688.0,5290.0,801000.0,1.51,9.01,4.66,3.02,11.39,378.0,10,3780.0,124.0
90,078020,이베스트투자증권,금융 지원 서비스업,유가증권위탁매매,0,3040.0,5480.0,777000.0,1.42,9.92,11.23,8.58,10.19,680.0,10,6800.0,124.0
91,119610,인터로조,의료용 기기 제조업,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",6,2563.0,21950.0,3762000.0,1.71,15.61,13.89,13.05,19.97,285.0,20,5700.0,122.0
92,050110,캠시스,전자부품 제조업,"IN-LINE SYSTEM,CSP HANDLER,TRIM/FORM SYSTEM",1,2113.0,3115.0,0.0,0.0,0.0,2.1,14.75,-44.98,470.0,10,4700.0,122.0
93,088350,한화생명,보험업,생명보험,0,14027.0,1615.0,330000.0,2.04,2.44,0.87,4.22,6.54,3060.0,10,30600.0,118.0
94,033660,아주캐피탈,기타 금융업,"투자회사,할부금융,리스/자동차정비,자동차리스",0,6560.0,11400.0,1870000.0,1.64,13.22,12.97,12.5,7.23,1431.0,10,14310.0,118.0
95,097950,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",0,60367.0,401000.0,47439000.0,1.18,14.7,3.16,21.46,10.91,13170.0,10,131700.0,118.0
96,001450,현대해상,보험업,손해보험(자동차보험),0,21501.0,24050.0,4418000.0,1.84,8.56,6.23,10.33,15.61,4660.0,10,46600.0,117.0
97,043150,바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",6,3402.0,22900.0,4020000.0,1.76,11.4,14.49,13.13,46.14,362.0,20,7240.0,112.99999999999999
98,093050,LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조",6,4035.0,13800.0,1907000.0,1.38,4.51,5.65,7.35,6.87,858.0,10,8580.0,112.99999999999999
99,048260,오스템임플란트,의료용 기기 제조업,치과용임플란트,0,6014.0,42100.0,5828000.0,1.38,43.36,-17.24,11.45,9.3,627.0,20,12540.0,109.00000000000001
100,002320,한진,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관",0,5317.0,44400.0,1055000.0,0.24,1.3,-0.34,5.6,-6.1,1111.0,10,11110.0,109.00000000000001
101,012030,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",6,1489.0,740.0,0.0,0.0,0.0,2.53,-2.87,-0.66,310.0,10,3100.0,108.0
102,042700,한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",6,5665.0,11000.0,1910000.0,1.74,20.92,8.85,23.37,4.57,587.0,20,11740.0,107.0
103,011760,현대종합상사,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",0,1912.0,14450.0,2364000.0,1.64,8.65,5.07,-2.64,6.29,392.0,10,3920.0,105.0
104,053210,케이티스카이라이프,텔레비전 방송업,위성방송서비스,6,4352.0,9100.0,1452000.0,1.6,9.57,8.02,8.33,10.25,891.0,10,8910.0,105.0
105,210980,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",0,6931.0,36500.0,4126000.0,1.13,21.96,12.66,17.29,23.14,1422.0,10,14220.0,105.0
106,001630,종근당홀딩스,의약품 제조업,"의약품(항생제,위궤양치료제,장기이식면역억제제,고지혈증치료제(로바이드)) 제조,도매",6,6137.0,122500.0,12046000.0,0.98,12.18,10.03,6.55,12.48,1261.0,10,12610.0,105.0
107,083450,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller",6,1803.0,19350.0,3338000.0,1.73,27.29,19.83,12.42,23.25,367.0,10,3670.0,104.0
108,014830,유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",6,4463.0,50200.0,8217000.0,1.64,10.27,9.87,5.52,6.19,907.0,10,9070.0,103.0
109,000660,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",6,583858.0,80200.0,11634000.0,1.45,8.52,4.25,38.53,36.8,58248.0,20,1164960.0,100.0
110,079980,휴비스,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매",4,2560.0,7420.0,1238000.0,1.67,10.85,-0.07,4.58,5.64,498.0,10,4980.0,95.0
111,000720,현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",4,40088.0,36000.0,3780000.0,1.05,6.16,6.3,5.99,3.15,7770.0,10,77700.0,94.0
112,122310,제노레이,의료용 기기 제조업,의료용 방사선 진단기기,4,1776.0,12200.0,2086000.0,1.71,22.92,25.33,27.35,26.45,171.0,20,3420.0,93.0
113,095340,ISC,전자부품 제조업,반도체테스트소켓,6,2878.0,20350.0,0.0,0.0,0.0,2.57,8.13,11.1,275.0,20,5500.0,91.0
114,089850,유비벨록스,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등",6,616.0,8650.0,1012000.0,1.17,9.32,8.11,5.27,-8.11,117.0,10,1170.0,90.0
115,204270,제이앤티씨,전자부품 제조업,"강화유리, 커넥터",4,7752.0,13400.0,2242000.0,1.67,32.45,35.27,14.63,3.28,1467.0,10,14670.0,89.0
116,030200,케이티,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",3,66192.0,25350.0,2759000.0,1.09,5.19,4.61,5.5,4.1,12518.0,10,125180.0,89.0
117,005930,삼성전자,통신 및 방송 장비 제조업,"IMT2000 서비스용 동기식 기지국,교환국장비,데이터단말기,동영상휴대폰,핵심칩,반도체제품,사무,계산 및 회계용기계",6,3462474.0,58000.0,7254000.0,1.25,9.37,8.69,19.63,21.01,325283.0,20,6505660.0,88.0
118,005830,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",0,34338.0,48500.0,7973000.0,1.64,9.06,6.84,10.95,15.03,6414.0,10,64140.0,87.0
119,060980,한라홀딩스,기타 금융업,지주회사 및 경영컨설팅 서비스업,6,3225.0,30800.0,3081000.0,1.0,3.61,4.69,1.46,4.64,604.0,10,6040.0,87.0
120,082740,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",0,1647.0,5000.0,366000.0,0.73,6.19,-19.76,-4.83,-1.92,308.0,10,3080.0,87.0
121,036490,SK머티리얼즈,기초 화학물질 제조업,"반도체 및 디스플레이용 특수가스(NF3, SiH4, WF6 등)",2,25409.0,240900.0,27636000.0,1.15,27.78,30.22,29.57,25.25,2359.0,20,47180.0,86.0
122,002350,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",4,5733.0,5870.0,581000.0,0.99,3.82,7.94,7.5,9.88,1055.0,10,10550.0,84.0
123,066570,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",0,145156.0,88700.0,8120000.0,0.92,9.8,0.22,9.03,13.69,26588.0,10,265880.0,83.0
124,100120,뷰웍스,의료용 기기 제조업,X-Ray Detector,6,3561.0,35600.0,5668000.0,1.59,16.41,16.03,15.56,16.6,324.0,20,6480.0,82.0
125,099190,아이센스,의료용 기기 제조업,"혈당측정스트립, 혈당측정기기 등",6,3757.0,27350.0,3974000.0,1.45,12.95,12.35,13.16,10.07,337.0,20,6740.0,79.0
126,028150,GS홈쇼핑,텔레비전 방송업,CATV홈쇼핑,6,7567.0,115300.0,17656000.0,1.53,9.63,9.81,12.46,10.1,1336.0,10,13360.0,77.0
127,001680,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1,9095.0,26250.0,3398000.0,1.29,11.57,11.17,7.27,6.13,1608.0,10,16080.0,77.0
128,267270,현대건설기계,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",6,4935.0,25050.0,1240000.0,0.5,2.0,0.26,7.47,0.0,870.0,10,8700.0,76.0
129,035600,KG이니시스,소프트웨어 개발 및 공급업,전자지불서비스,0,6181.0,22150.0,2215000.0,1.0,22.4,21.61,17.61,-0.21,1073.0,10,10730.0,74.0
130,206640,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,기업인수합병,6,4919.0,20950.0,3204000.0,1.53,51.12,16.78,-2.54,-3.0,425.0,20,8500.0,73.0
131,240810,원익IPS,특수 목적용 기계 제조업,반도체 제조용 기계,6,18014.0,36700.0,5000000.0,1.36,19.54,9.16,25.45,35.83,1556.0,20,31120.0,73.0
132,272290,이녹스첨단소재,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재",6,4618.0,48600.0,6426000.0,1.32,15.78,21.1,22.4,0.0,399.0,20,7980.0,73.0
133,177830,파버나인,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",4,685.0,5150.0,802000.0,1.56,20.68,-24.24,8.72,1.38,118.0,10,1180.0,72.0
