,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,PER_EPS,PBR_BPS,Return_rate(PER),Return_rate(PBR),ROE_20,ROE_19,roe_past_2,roe_past_3
0,077500,유니퀘스트,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",6,2933.0,10750.0,747852.16,8871.38,6856.76,-17.48,7.66,12.68,6.55,5.48
1,040910,아이씨디,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입",6,2840.0,15950.0,233542.71,18418.34,1364.22,15.48,29.42,8.01,22.47,19.84
2,066570,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",0,135828.0,83000.0,871967.24,82452.4,950.56,-0.66,9.77,0.22,9.03,13.69
3,086520,에코프로,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등",3,9377.0,42450.0,372071.63,43616.91,776.49,2.75,15.3,9.33,24.03,-4.71
4,072990,에이치시티,기타 과학기술 서비스업,기술검사서비스,6,956.0,13800.0,114010.8,0.0,726.17,-100.0,17.1,12.94,8.26,0.21
5,060150,인선이엔티,폐기물 처리업,건축폐기물처리,6,4127.0,10750.0,88795.0,9283.52,726.0,-13.64,14.62,8.58,8.83,1.91
6,200130,콜마비앤에이치,기초 의약물질 및 생물학적 제제 제조업,기업인수합병,6,19765.0,66900.0,547429.71,64004.71,718.28,-4.33,29.93,23.84,25.89,30.94
7,011070,LG이노텍,전자부품 제조업,기타 전자부품 제조업,1,37867.0,160000.0,1247540.38,146731.86,679.71,-8.29,14.3,4.73,8.02,9.37
8,091700,파트론,전자부품 제조업,이동통신안테나및유전체필터류등,6,5930.0,10950.0,79839.05,11453.47,629.12,4.6,9.83,18.71,3.09,0.26
9,007810,코리아써키트,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",6,3496.0,14800.0,105650.75,11516.71,613.86,-22.18,8.62,0.21,-10.23,6.55
10,106240,파인테크닉스,통신 및 방송 장비 제조업,"휴대폰부품, 소형LCD부품, LED조명기기",4,2093.0,4885.0,33870.98,2872.87,593.37,-41.19,19.67,0.59,-40.49,-49.64
11,073490,이노와이어리스,통신 및 방송 장비 제조업,통신용 시험 및 계측장비,6,3962.0,58800.0,382969.19,32221.18,551.31,-45.2,22.38,17.76,0.33,-0.32
12,017960,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",6,3776.0,8590.0,50544.0,7406.38,488.41,-13.78,10.94,5.74,-0.97,0.24
13,139670,키네마스터,소프트웨어 개발 및 공급업,"NexMFW, NexPlayer EMB",6,1598.0,11800.0,69321.98,0.0,487.47,-100.0,29.53,0.5,-24.32,-27.29
14,009150,삼성전기,전자부품 제조업,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일",6,103824.0,139000.0,809810.21,113575.99,482.6,-18.29,8.52,10.18,14.5,3.82
15,012450,한화에어로스페이스,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1,13873.0,27400.0,149549.82,39803.97,445.8,45.27,4.33,5.45,1.42,-2.14
16,064960,S&T모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",6,7823.0,53500.0,260661.25,57267.59,387.22,7.04,9.28,0.33,7.77,8.12
17,082640,동양생명,보험업,생명보험,0,4954.0,3070.0,14780.16,6887.36,381.44,124.34,3.65,4.73,2.15,8.99
18,001120,LG상사,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",0,6008.0,15500.0,74235.81,26724.76,378.94,72.42,22.28,2.48,-6.06,4.93
19,082920,비츠로셀,일차전지 및 축전지 제조업,리튬1차전지,4,4039.0,18750.0,82940.11,0.0,342.35,-100.0,17.6,15.34,13.46,1.15
20,001740,SK네트웍스,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",0,13104.0,5280.0,23225.18,5697.94,339.87,7.92,6.16,-5.85,0.31,1.39
21,096530,씨젠,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",6,78702.0,300000.0,1308921.69,136948.0,336.31,-54.35,101.82,19.01,8.76,2.52
22,079550,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등,0,7766.0,35300.0,148042.88,61782.62,319.38,75.02,6.49,0.5,0.71,-1.4
23,263750,펄어비스,소프트웨어 개발 및 공급업,온라인 게임 개발 서비스(검은사막),4,24368.0,186300.0,737582.79,354633.7,295.91,90.36,24.03,31.62,42.87,8.33
24,006040,동원산업,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",0,7741.0,210500.0,822000.83,327026.25,290.5,55.36,12.42,4.45,7.35,19.65
25,120110,코오롱인더,화학섬유 제조업,"산업자재, 화학, 필름",0,9753.0,36150.0,137709.49,63228.04,280.94,74.9,11.04,1.58,3.04,6.49
26,067000,조이시티,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구),5,2668.0,18800.0,70207.28,15211.98,273.44,-19.09,50.97,-4.91,-25.69,-29.01
27,237880,클리오,기타 화학제품 제조업,"색조화장품, 기초화장품",5,3138.0,18300.0,64535.74,22526.76,252.65,23.1,8.52,2.05,0.7,5.55
28,002150,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",6,2843.0,8430.0,27857.57,7365.68,230.46,-12.63,10.68,6.93,5.69,5.07
29,091990,셀트리온헬스케어,기타 전문 도매업,바이오의약품 마케팅 및 판매,4,164124.0,108400.0,355831.2,62266.16,228.26,-42.56,14.74,3.94,0.68,13.95
30,230240,에치에프알,통신 및 방송 장비 제조업,통신장비제조업,6,4451.0,37150.0,120512.76,0.0,224.4,-100.0,15.92,1.29,0.66,6.43
31,222980,한국맥널티,기타 식품 제조업,커피 및 의약품,6,726.0,7050.0,22433.94,8321.14,218.21,18.03,23.42,-3.84,2.42,4.52
32,003070,코오롱글로벌,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",0,3050.0,12100.0,38352.66,11605.06,216.96,-4.09,15.82,10.74,3.59,3.38
33,052710,아모텍,전자부품 제조업,"칩바리스터, 아몰퍼스코어",5,3254.0,33400.0,104157.24,31616.0,211.85,-5.34,3.32,0.18,3.66,14.2
34,014790,한라,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",0,1518.0,3905.0,11952.16,0.0,206.07,-100.0,15.65,0.97,-3.82,12.8
35,053950,경남제약,의약품 제조업,PCB 드릴가공,3,1254.0,7190.0,21858.05,15771.0,204.01,119.35,6.79,-10.09,16.85,-21.69
36,227840,현대코퍼레이션홀딩스,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",6,951.0,10450.0,31173.23,17744.18,198.31,69.8,9.32,5.93,2.58,6.62
37,141000,비아트론,특수 목적용 기계 제조업,AMOLED 등 제조장비,6,1111.0,9170.0,27302.38,0.0,197.74,-100.0,12.81,3.66,20.6,11.73
38,028260,삼성물산,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",5,206510.0,110500.0,321233.0,141460.23,190.71,28.02,4.77,4.77,8.06,3.13
39,028050,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1,24206.0,12350.0,34173.6,16566.48,176.71,34.14,19.14,24.61,6.6,-4.45
40,091440,텔레필드,통신 및 방송 장비 제조업,광전송장비,6,433.0,4720.0,12887.39,4138.96,173.04,-12.31,26.08,19.28,-52.2,2.11
41,035890,서희건설,건물 건설업,"토목, 건축, 부동산임대업",1,2475.0,1195.0,3122.28,0.0,161.28,-100.0,24.35,18.62,13.22,13.36
42,177830,파버나인,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",4,784.0,5900.0,15374.34,4561.46,160.58,-22.69,20.68,-24.24,8.72,1.38
43,123420,선데이토즈,소프트웨어 개발 및 공급업,모바일게임,6,2479.0,25900.0,66476.61,33340.41,156.67,28.73,17.68,2.16,7.51,11.12
44,054950,제이브이엠,일반 목적용 기계 제조업,"전자동 정제,분류 및 포장시스템",6,2080.0,32850.0,84261.8,50304.05,156.5,53.13,12.59,4.7,6.68,9.82
