,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,매수,매도_1st,매도_2nd,매수비율(S-RIM),매도비율(S-RIM),ROE_20,ROE_19,roe_past_2,roe_past_3,Average_ROE_20(E),ROE_improve,Return_rate(BPS&ROE),영업이익_20(E),영업이익_19,영업이익_18,영업이익_17,Multiple,영업이익_비율
469,080010,이상네트웍스,상품 중개업,기업간전자상거래서비스,5,555.0,6160.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48,8.45,10.83,9.86,0,2.17,0.0,75.0,68.0,80.0,10,0.0
470,021320,KCC건설,건물 건설업,"토목 건축공사, 분양공사",1,1626.0,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,6.97,6.93,7.34,1,2.16,0.0,588.0,478.0,719.0,10,0.0
471,027970,세하,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",1,973.0,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,34.66,23.41,-15.84,22.49,1,2.16,0.0,141.0,100.0,7.0,10,0.0
472,049430,코메론,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","줄자, 냉간압연",5,843.0,9320.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,9.88,8.19,9.98,1,2.16,0.0,139.0,124.0,147.0,10,0.0
473,009780,엠에스씨,기타 식품 제조업,식품첨가물,4,774.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,13.76,14.13,17.21,14.46,0,2.14,0.0,147.0,135.0,128.0,10,0.0
474,088130,동아엘텍,특수 목적용 기계 제조업,LCD검사장비,5,880.0,8250.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,11.19,8.88,8.91,0,2.12,0.0,198.0,250.0,275.0,10,0.0
475,221980,케이디켐,기타 화학제품 제조업,PVC 안정제,5,472.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,9.75,10.14,9.95,0,2.12,0.0,64.0,73.0,72.0,10,0.0
476,203400,에이비온,자연과학 및 공학 연구개발업,신약개발,2,800.0,6450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-290.32,-228.76,-134.9,0,2.11,0.0,-88.0,-75.0,-103.0,10,0.0
477,258540,스템랩,자연과학 및 공학 연구개발업,"줄기세포치료제, 화장품, 전자의료기기 등",3,283.0,16300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-626.19,-187.51,-239.98,0,2.11,0.0,-47.0,-31.0,-42.0,10,0.0
478,057050,현대홈쇼핑,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,5,7824.0,65200.0,0.0,0.0,0.0,0.0,0.0,7.76,5.03,10.32,8.16,7.32,0,2.1,1331.0,1297.0,1123.0,1253.0,10,1.7
479,297890,엘이티,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",4,1241.0,17450.0,0.0,0.0,0.0,0.0,0.0,0.0,30.35,125.09,36.5,62.96,0,2.1,82.0,109.0,120.0,48.0,10,0.66
480,046110,한일네트웍스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스ASP,5,559.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,8.53,32.45,13.68,0,2.09,0.0,87.0,59.0,66.0,10,0.0
481,225190,삼양옵틱스,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈,5,922.0,9140.0,0.0,0.0,0.0,0.0,0.0,0.0,35.97,34.73,51.21,38.1,0,2.08,0.0,157.0,141.0,201.0,10,0.0
482,290740,액트로,전자부품 제조업,모바일용 액츄에이터 및 조립자동화 설비,4,1324.0,13150.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.38,43.0,27.79,0,2.08,0.0,130.0,169.0,143.0,10,0.0
483,002270,롯데푸드,낙농제품 및 식용빙과류 제조업,"빙과,유지,식품 제조",5,3537.0,312500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,6.31,11.82,6.77,0,2.06,0.0,495.0,676.0,662.0,10,0.0
484,039020,이건홀딩스,제재 및 목재 가공업,창호,1,578.0,2560.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,12.51,2.92,6.06,0,2.06,0.0,166.0,131.0,61.0,10,0.0
485,060540,에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","이동통신중계기용부품(제어기,광모듈,RF필터)",5,536.0,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,8.53,9.89,10.24,0,2.05,0.0,100.0,73.0,80.0,10,0.0
486,079370,제우스,특수 목적용 기계 제조업,LCD제조용장비,5,1438.0,13850.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,15.7,10.71,10.23,0,2.04,0.0,182.0,401.0,330.0,10,0.0
487,006090,사조오양,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",4,911.0,9670.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,5.23,17.32,8.72,0,2.03,0.0,226.0,125.0,242.0,10,0.0
488,042670,두산인프라코어,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매",0,16602.0,7930.0,0.0,0.0,0.0,0.0,0.0,6.52,11.59,14.04,8.13,11.83,0,2.02,5855.0,8404.0,8481.0,6608.0,10,3.53
489,124560,태웅로직스,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)",2,752.0,4260.0,0.0,0.0,0.0,0.0,0.0,0.0,30.62,39.83,0.0,28.59,0,2.02,0.0,150.0,117.0,68.0,10,0.0
490,001940,KISCO홀딩스,1차 철강 제조업,지주사업,5,2162.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,3.29,1.71,4.17,1,2.01,0.0,576.0,657.0,974.0,10,0.0
491,225590,패션플랫폼,봉제의복 제조업,여성복,5,310.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,4.87,26.69,11.92,0,2.01,0.0,61.0,50.0,52.0,10,0.0
492,038390,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",1,1237.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22,9.76,6.21,11.4,1,2.0,0.0,350.0,255.0,196.0,10,0.0
493,053050,지에스이,연료용 가스 제조 및 배관공급업,도시가스,1,408.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,8.99,8.4,7.57,0,2.0,0.0,56.0,73.0,64.0,10,0.0
494,023460,CNH,신탁업 및 집합투자업,투자자문,1,565.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.74,2.9,8.37,0,1.99,0.0,211.0,17.0,13.0,10,0.0
495,004970,신라교역,어로 어업,"원양어업(참치,명태,휠레트,연육,명란,새우),어획물 판매/직물 수출",5,1549.0,9680.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,8.17,5.65,4.67,0,1.98,0.0,-42.0,74.0,294.0,10,0.0
496,005940,NH투자증권,금융 지원 서비스업,"증권업,종합금융",0,26593.0,9450.0,0.0,0.0,0.0,0.0,0.0,7.89,9.12,7.31,7.39,8.23,0,1.98,6258.0,5754.0,5401.0,4592.0,10,2.35
497,130660,한전산업,"건축기술, 엔지니어링 및 관련 기술 서비스업","발전설비 운전·정비, 전기검침",4,1077.0,3305.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,16.51,20.41,19.64,0,1.98,0.0,215.0,147.0,187.0,10,0.0
498,123700,에스제이엠,자동차 신품 부품 제조업,자동차및산업용Bellows,5,385.0,2465.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,2.62,3.55,3.58,0,1.96,0.0,65.0,7.0,84.0,10,0.0
499,014530,극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",5,1084.0,3110.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,10.57,10.48,9.65,0,1.95,0.0,167.0,186.0,136.0,10,0.0
500,290120,대유에이피,자동차 신품 부품 제조업,자동차 스티어링휠,2,678.0,6230.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13,24.53,30.78,22.37,0,1.95,0.0,101.0,104.0,81.0,10,0.0
501,298000,효성화학,기초 화학물질 제조업,-,2,3206.0,100500.0,0.0,0.0,0.0,0.0,0.0,4.66,21.37,0.0,0.0,10.69,0,1.93,799.0,1539.0,650.0,0.0,10,2.49
502,003650,미창석유공업,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",5,1044.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98,4.31,5.07,5.77,0,1.92,0.0,175.0,126.0,136.0,10,0.0
503,010240,흥국,특수 목적용 기계 제조업,굴삭기 Roller 및 형단조품,5,551.0,4470.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,14.23,13.25,12.37,0,1.92,0.0,89.0,111.0,88.0,10,0.0
504,122450,KMH,텔레비전 방송업,방송채널사업 및 방송송출서비스,5,2190.0,9660.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,23.7,20.6,14.9,0,1.91,0.0,449.0,346.0,333.0,10,0.0
505,003470,유안타증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",1,6158.0,3085.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,9.15,6.63,7.46,0,1.9,0.0,718.0,911.0,585.0,10,0.0
506,024880,케이피에프,기타 금속 가공제품 제조업,볼트류,1,693.0,3970.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,6.51,9.48,6.21,0,1.9,0.0,163.0,159.0,152.0,10,0.0
507,078890,가온미디어,통신 및 방송 장비 제조업,디지털셋톱박스,4,885.0,5870.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,3.89,5.67,8.28,0,1.9,0.0,291.0,93.0,210.0,10,0.0
508,092230,KPX홀딩스,기초 화학물질 제조업,지주회사,5,1749.0,41400.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.6,6.78,4.11,0,1.9,0.0,643.0,338.0,364.0,10,0.0
509,006260,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",0,14973.0,46500.0,0.0,0.0,0.0,0.0,0.0,3.38,0.8,13.73,11.48,6.89,0,1.89,3781.0,2724.0,3603.0,4025.0,10,2.53
510,024090,디씨엠,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",5,1252.0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,4.29,8.6,9.95,0,1.89,0.0,175.0,85.0,166.0,10,0.0
511,008260,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",1,618.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,9.98,11.87,8.26,0,1.88,0.0,121.0,165.0,156.0,10,0.0
512,019440,세아특수강,1차 철강 제조업,"냉간압조용선재,마봉강,스테인레스봉강 제조",5,917.0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,3.56,7.81,4.22,0,1.87,0.0,195.0,197.0,351.0,10,0.0
513,155660,DSR,1차 비철금속 제조업,합섬섬유로프,5,638.0,3985.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,5.54,8.15,6.12,0,1.87,0.0,107.0,99.0,139.0,10,0.0
514,002810,삼영무역,기타 전문 도매업,"화공약품, 안경렌즈",5,2428.0,13150.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,8.99,9.58,9.75,0,1.86,0.0,92.0,68.0,99.0,10,0.0
515,066620,국보디자인,실내건축 및 건축마무리 공사업,인테리어디자인,5,1223.0,16300.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,13.35,14.33,13.71,0,1.85,0.0,116.0,165.0,232.0,10,0.0
516,267810,앙츠,컴퓨터 및 통신장비 수리업,기술서비스,1,25.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.67,46.79,41.86,15.24,0,1.85,0.0,-2.0,13.0,5.0,10,0.0
517,000850,화천기공,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",5,673.0,30600.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,4.48,3.18,3.3,0,1.84,0.0,69.0,86.0,110.0,10,0.0
518,036800,나이스정보통신,전기 통신업,카드 VAN사업,1,2610.0,26100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88,15.94,22.14,15.94,0,1.83,0.0,350.0,353.0,431.0,10,0.0
519,010470,오리콤,광고업,광고대행,1,501.0,4280.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,11.83,5.74,8.58,0,1.82,0.0,80.0,107.0,64.0,10,0.0
520,076340,관악산업,기반조성 및 시설물 축조관련 전문공사업,"수중공사, 준설공사 등",5,336.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,9.29,9.77,8.42,0,1.82,0.0,25.0,51.0,42.0,10,0.0
521,056360,코위버,통신 및 방송 장비 제조업,"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등",5,1073.0,10950.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91,6.39,7.13,12.77,0,1.81,0.0,117.0,-8.0,60.0,10,0.0
522,152330,코리아오토글라스,유리 및 유리제품 제조업,자동차 안전 유리,5,2910.0,14550.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,13.07,14.98,11.53,0,1.81,0.0,575.0,498.0,525.0,10,0.0
523,208710,바이오로그디바이스,전자부품 제조업,모바일용 카메라모듈 부품외,5,471.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98,13.28,8.77,11.88,0,1.81,0.0,70.0,80.0,67.0,10,0.0
524,006740,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",5,811.0,3655.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,13.72,4.04,9.27,0,1.8,0.0,109.0,181.0,33.0,10,0.0
525,057540,옴니시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",5,1006.0,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,22.13,4.31,9.07,14.01,0,1.79,0.0,-20.0,26.0,35.0,10,0.0
526,183190,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",2,2162.0,55500.0,0.0,0.0,0.0,0.0,0.0,2.99,3.53,2.08,8.16,3.82,0,1.79,727.0,808.0,792.0,532.0,10,3.36
527,003540,대신증권,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1,5433.0,10700.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,7.34,6.36,5.9,0,1.78,0.0,997.0,1585.0,1330.0,10,0.0
528,007980,태평양물산,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",1,881.0,1830.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,7.14,7.86,7.19,0,1.78,346.0,432.0,325.0,237.0,10,3.93
529,015750,성우하이텍,자동차 신품 부품 제조업,자동차범퍼,1,2476.0,3095.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,2.42,3.34,3.21,0,1.78,0.0,734.0,754.0,608.0,10,0.0
530,058730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",5,756.0,4910.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,14.67,16.59,8.41,0,1.78,0.0,31.0,194.0,211.0,10,0.0
531,015020,이스타코,부동산 임대 및 공급업,부동산 분양/입시학원 운영,3,309.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,25.52,-10.62,-4.42,8.48,0,1.76,0.0,39.0,-27.0,0.0,10,0.0
532,036830,솔브레인홀딩스,기타 화학제품 제조업,"반도체,디스플레이,2차전지 공정용 화학제품",5,4560.0,47400.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,14.53,6.85,13.52,1,1.76,0.0,1742.0,1641.0,1057.0,15,0.0
533,093520,매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,5,643.0,3980.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,18.7,20.63,14.23,0,1.75,0.0,59.0,129.0,110.0,15,0.0
534,032750,삼진,통신 및 방송 장비 제조업,리모트컨트롤러,5,564.0,9400.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,2.49,4.38,10.14,0,1.74,0.0,117.0,10.0,48.0,10,0.0
535,086390,유니테스트,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)",5,3392.0,16050.0,0.0,0.0,0.0,0.0,0.0,7.1,17.03,44.95,29.34,28.39,0,1.73,136.0,300.0,715.0,326.0,15,0.6
536,161390,한국타이어앤테크놀로지,고무제품 제조업,타이어 제조,5,38277.0,30900.0,0.0,0.0,0.0,0.0,0.0,4.55,6.03,7.96,9.73,7.29,0,1.73,4579.0,5440.0,7027.0,7934.0,10,1.2
537,005850,에스엘,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조",5,6170.0,12800.0,0.0,0.0,0.0,0.0,0.0,4.17,7.25,2.5,9.97,6.12,0,1.72,677.0,436.0,46.0,634.0,10,1.1
538,037030,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치,5,585.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,11.45,23.89,13.19,0,1.72,0.0,52.0,28.0,72.0,10,0.0
539,090350,노루페인트,기타 화학제품 제조업,페인트 제조,5,1418.0,7090.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.2,10.23,6.11,0,1.72,0.0,292.0,227.0,278.0,10,0.0
540,094970,제이엠티,전자부품 제조업,LCD패널용PBA,4,462.0,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,21.73,19.27,11.33,0,1.72,0.0,20.0,133.0,140.0,10,0.0
541,108380,대양전기공업,선박 및 보트 건조업,"해상용 조명등기구, (함정용)전자시스템, 배전반류 등",5,995.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,6.69,6.66,6.44,0,1.72,0.0,149.0,95.0,147.0,10,0.0
542,282690,동아타이어,고무제품 제조업,타이어 및 튜브,5,1364.0,9930.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,4.88,0.0,5.17,1,1.72,0.0,180.0,124.0,14.0,10,0.0
543,024840,KBI메탈,1차 비철금속 제조업,모터코어,1,484.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,5.43,9.9,7.25,0,1.71,0.0,103.0,53.0,174.0,10,0.0
544,013570,디와이,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",5,1078.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,1.75,6.19,3.98,0,1.7,0.0,441.0,463.0,454.0,10,0.0
545,079960,동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치",5,1171.0,14900.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,2.54,2.75,7.15,0,1.7,0.0,293.0,41.0,144.0,10,0.0
546,317330,덕산테코피아,기타 화학제품 제조업,"OLED 소재, 반도체 소재",4,3106.0,16900.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,36.08,67.38,28.65,0,1.7,0.0,134.0,246.0,266.0,15,0.0
547,001810,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",5,479.0,2165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,5.63,5.55,3.13,0,1.69,0.0,12.0,19.0,75.0,10,0.0
548,011560,세보엠이씨,건물설비 설치 공사업,"건설관련설비, ACESS FLOOR , 소음기 , CHAMMBER , PFP UNIT, BY-PASS UNIT , DUCT , 철구조물 .",5,607.0,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.21,14.53,18.52,5.33,0,1.69,0.0,-89.0,280.0,291.0,10,0.0
549,016800,퍼시스,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조",5,3249.0,28250.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,11.3,5.86,8.67,0,1.69,0.0,251.0,277.0,230.0,10,0.0
550,036200,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),5,2165.0,7060.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57,22.72,29.81,21.83,0,1.69,344.0,240.0,261.0,300.0,15,2.38
551,264900,크라운제과,기타 식품 제조업,"비스킷, 스낵, 당과",2,1070.0,8540.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,10.99,0.0,10.67,1,1.69,0.0,265.0,203.0,211.0,10,0.0
552,000240,한국테크놀로지그룹,기타 금융업,"고무타이어,고무튜브,후랩,알루미늄휠의 제조,판매,임대수익,물품운반용기,포장용기(프라스틱)",5,14790.0,15900.0,0.0,0.0,0.0,0.0,0.0,2.9,4.71,6.75,8.05,5.95,0,1.68,1131.0,1709.0,2115.0,1993.0,10,0.76
553,001200,유진증권,금융 지원 서비스업,"유가증권 매매,중개,인수",1,3681.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,6.37,8.18,6.17,0,1.68,0.0,582.0,659.0,714.0,10,0.0
554,010280,쌍용정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)",3,508.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,50.09,-18.59,15.08,0,1.67,0.0,5.0,29.0,-67.0,10,0.0
555,023000,삼원강재,자동차 신품 부품 제조업,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매",5,870.0,2175.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,5.97,5.73,5.46,0,1.67,0.0,108.0,131.0,126.0,10,0.0
556,016360,삼성증권,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",0,28844.0,32300.0,0.0,0.0,0.0,0.0,0.0,7.42,8.15,7.37,6.6,7.63,1,1.66,5128.0,5176.0,4581.0,3603.0,10,1.78
557,088910,동우팜투테이블,"도축, 육류 가공 및 저장 처리업","육계,삼계",5,864.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,10.07,11.1,5.9,0,1.65,0.0,43.0,170.0,168.0,10,0.0
558,010050,우리종금,기타 금융업,"종합금융,주택할부금융,부동산",1,3661.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,11.12,8.37,12.92,1,1.64,0.0,539.0,329.0,206.0,10,0.0
559,018250,애경산업,기타 화학제품 제조업,"Age 20's,루나, 트리오, 2080치약, 순샘, 제트 등",4,5797.0,21950.0,0.0,0.0,0.0,0.0,0.0,6.23,12.86,28.48,37.21,22.13,0,1.64,326.0,606.0,792.0,497.0,10,0.56
560,034590,인천도시가스,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사,4,1085.0,24800.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,9.19,8.22,7.37,0,1.64,0.0,120.0,180.0,149.0,10,0.0
561,036930,주성엔지니어링,특수 목적용 기계 제조업,LP CVD,5,3247.0,6730.0,0.0,0.0,0.0,0.0,0.0,0.42,11.5,22.21,25.0,17.32,0,1.64,10.0,309.0,414.0,417.0,10,0.03
562,092590,럭스피아,반도체 제조업,"LED 패키지, LED 모듈",5,95.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42,6.01,6.71,10.83,0,1.64,0.0,19.0,7.0,6.0,10,0.0
563,120030,조선선재,기타 금속 가공제품 제조업,용접재료,5,1226.0,97500.0,0.0,0.0,0.0,0.0,0.0,0.0,12.02,11.75,16.58,12.69,0,1.64,0.0,141.0,136.0,177.0,10,0.0
564,006660,삼성공조,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매",5,512.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,2.99,5.55,3.03,0,1.63,0.0,-41.0,-11.0,43.0,10,0.0
565,001270,부국증권,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1,2074.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,6.18,8.0,6.29,0,1.62,0.0,360.0,373.0,473.0,10,0.0
566,014440,영보화학,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",5,801.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,4.07,23.16,7.0,0,1.62,0.0,84.0,72.0,125.0,10,0.0
567,145270,케이탑리츠,부동산 임대 및 공급업,부동산 임대,1,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,5.33,4.15,6.58,1,1.62,0.0,105.0,72.0,50.0,10,
568,005740,크라운해태홀딩스,기타 금융업,"비스켓,쵸코렛,사탕,웨이퍼 제조,도매",1,1307.0,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.49,1.63,58.11,6.48,0,1.61,0.0,394.0,415.0,342.0,10,0.0
569,140070,서플러스글로벌,기계장비 및 관련 물품 도매업,"반도체 제조용 장비, 유휴기계설비 도소매",5,1045.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,17.46,24.19,10.49,0,1.61,0.0,27.0,272.0,267.0,15,0.0
570,000590,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",5,644.0,55800.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,2.89,2.74,3.6,1,1.6,0.0,170.0,133.0,170.0,10,0.0
571,084690,대상홀딩스,기타 금융업,지주회사,1,4020.0,11100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,4.55,5.16,8.91,0,1.6,0.0,1555.0,1329.0,1145.0,10,0.0
572,005490,포스코,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",5,163911.0,188000.0,0.0,0.0,0.0,0.0,0.0,2.31,4.18,3.88,6.48,4.46,0,1.59,19239.0,38689.0,55426.0,46218.0,10,1.17
573,020710,시공테크,전문디자인업,"박물관, 전시관, 엑스포, 특수영상",5,1032.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,15.13,1.51,21.5,11.65,0,1.59,0.0,80.0,-47.0,149.0,10,0.0
574,030720,동원수산,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",3,413.0,8880.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,4.08,14.66,10.16,0,1.59,0.0,151.0,50.0,66.0,10,0.0
575,171090,선익시스템,특수 목적용 기계 제조업,OLED 증착장비,5,633.0,7030.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,5.9,14.45,8.47,0,1.59,0.0,114.0,85.0,145.0,10,0.0
576,001130,대한제분,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매",5,2890.0,171000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,7.05,7.44,4.72,0,1.58,0.0,235.0,328.0,362.0,10,0.0
577,001340,백광산업,기초 화학물질 제조업,"가성소다,합성염산 제조,판매",4,1532.0,3410.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,15.71,5.06,11.07,0,1.58,0.0,212.0,275.0,90.0,10,0.0
