,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,매수,매도_1st,매도_2nd,매수비율(S-RIM),매도비율(S-RIM),ROE_20,ROE_19,roe_past_2,roe_past_3,ROE_improve,Average_ROE_Price,Return_rate(Ave_ROE)
48,91440,텔레필드,통신 및 방송 장비 제조업,광전송장비,6,409,4460,4773,6014,10418,1.07,2.34,26.08,19.28,-52.2,2.11,0,-2895,-0.65
49,5830,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",0,32426,45800,100473,101527,105271,2.19,2.3,8.33,6.84,10.95,15.03,0,103133,2.25
50,60,메리츠화재,보험업,"손해보험(화재,해상,운송보험)",0,14551,12800,23540,24781,29188,1.84,2.28,10.45,12.76,11.55,22.54,0,38849,3.04
51,36830,솔브레인홀딩스,기타 화학제품 제조업,"반도체,디스플레이,2차전지 공정용 화학제품",6,16685,95900,119788,141226,217350,1.25,2.27,18.64,15.06,14.53,6.85,1,84019,0.88
52,6040,동원산업,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",0,7171,195000,332600,353581,428087,1.71,2.2,11.01,4.45,7.35,19.65,0,286711,1.47
68,53610,프로텍,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더",6,2382,21650,25941,29545,42342,1.2,1.96,15.68,19.94,16.67,19.78,0,46199,2.13
54,28150,GS홈쇼핑,텔레비전 방송업,CATV홈쇼핑,6,6989,106500,200881,207433,230700,1.89,2.17,9.41,9.81,12.46,10.1,0,261233,2.45
55,71050,한국금융지주,기타 금융업,금융지주회사,0,27974,50200,97904,100190,108310,1.95,2.16,8.95,18.14,12.96,14.11,0,164773,3.28
56,39490,키움증권,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선",0,21149,95700,126758,144386,206986,1.32,2.16,15.69,16.97,10.84,17.36,0,171178,1.79
57,69510,에스텍,영상 및 음향기기 제조업,스피커 및 스피커시스템,6,984,9020,18506,18653,19176,2.05,2.13,8.21,11.74,15.15,7.97,0,23962,2.66
58,900340,윙입푸드,기타 금융업,육가공 제품,6,712,1485,2323,2501,3135,1.56,2.11,11.78,11.11,31.07,44.77,0,6896,4.64
59,33660,아주캐피탈,기타 금융업,"투자회사,할부금융,리스/자동차정비,자동차리스",0,6704,11650,16861,18567,24625,1.45,2.11,13.22,12.97,12.5,7.23,1,21703,1.86
60,11780,금호석유화학,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",3,27208,89300,124286,138351,188295,1.39,2.11,13.97,11.84,23.45,12.34,0,160520,1.8
61,880,한화,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",0,17128,22850,60261,57263,46615,2.64,2.04,5.69,2.09,10.73,9.06,0,35515,1.55
62,25000,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",6,2217,45800,96954,96102,93077,2.12,2.03,7.44,9.04,2.54,6.19,0,79513,1.74
93,56190,에스에프에이,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기",6,12083,33650,32456,37270,54366,0.96,1.62,16.34,15.9,20.22,29.26,0,66814,1.99
64,5940,NH투자증권,금융 지원 서비스업,"증권업,종합금융",0,24286,8630,18753,18428,17274,2.17,2,7.06,9.12,7.31,7.39,0,18873,2.19
65,4000,롯데정밀화학,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",6,11068,42900,64787,69446,85989,1.51,2,11.5,11.73,16.72,7.74,0,94547,2.2
66,93050,LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조",6,3523,12050,38609,35357,23810,3.2,1.98,4.35,5.65,7.35,6.87,0,34203,2.84
67,4430,송원산업,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",3,3144,13100,19714,21023,25668,1.5,1.96,11.19,8.24,9.61,9.6,0,20468,1.56
53,40910,아이씨디,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입",6,2644,14850,14191,18263,32720,0.96,2.2,29.14,8.01,22.47,19.84,0,16978,1.14
69,177830,파버나인,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",4,647,4945,5019,6041,9670,1.01,1.96,20.68,-24.24,8.72,1.38,0,-4935,-1
70,1040,CJ,기타 금융업,지주회사,0,24859,85200,166613,166577,166449,1.96,1.95,7.83,6.24,6.91,12.1,0,123940,1.45
71,47050,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",0,17519,14200,25242,25650,27097,1.78,1.91,8.6,7.06,5.45,6.61,0,20318,1.43
72,5440,현대그린푸드,종합 소매업,"백화점,여행알선,숙박,음식점/부동산 임대",6,7846,8030,18646,17873,15128,2.32,1.88,6.03,3.2,6.1,7.12,0,11273,1.4
73,141000,비아트론,특수 목적용 기계 제조업,AMOLED 등 제조장비,6,1179,9730,12816,14026,18323,1.32,1.88,12.81,3.66,20.6,11.73,0,14882,1.53
74,192440,슈피겐코리아,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",6,3630,58400,62370,72593,108894,1.07,1.86,17.48,14.52,17.7,19.59,0,102128,1.75
75,71320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",0,4047,34950,116829,105299,64359,3.34,1.84,3.82,-1.66,-13.36,3.85,0,-78201,-2.24
76,6800,미래에셋대우,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",0,48592,7530,16703,16078,13862,2.22,1.84,6.2,7.56,5.83,7.19,0,9986,1.33
77,183190,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",3,2267,58200,182517,165562,105354,3.14,1.81,4.03,3.53,2.08,8.16,0,99803,1.71
78,39340,한국경제TV,텔레비전 방송업,"광고수입, 협찬수입",6,1286,5590,6560,7343,10120,1.17,1.81,14.36,13.01,14.16,13.77,0,9245,1.65
79,29780,삼성카드,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",0,32556,28100,61489,59117,50696,2.19,1.8,6.15,5.04,5.04,5.71,0,41404,1.47
80,42660,대우조선해양,선박 및 보트 건조업,선박 제조,0,25354,23650,36440,37505,41286,1.54,1.75,9.24,-1.22,9.53,28.12,0,32411,1.37
81,16360,삼성증권,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",0,25718,28800,54149,53186,49768,1.88,1.73,7.04,8.15,7.37,6.6,1,53950,1.87
84,36200,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),6,1898,6190,5753,6794,10491,0.93,1.69,18.8,18.57,22.72,29.81,0,12019,1.94
63,83450,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller",6,1831,19650,17723,22525,39574,0.9,2.01,27.29,19.83,12.42,23.25,0,25001,1.27
130,39440,에스티아이,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템",6,3008,19000,14468,16998,25983,0.76,1.37,18.32,14.59,16.44,33.49,0,26193,1.38
85,44450,KSS해운,해상 운송업,"특수화물해상운송(케이컬,액화가스,냉동.냉장화물),선박대여",0,1917,8270,12753,13009,13918,1.54,1.68,8.79,8.79,8.73,11.09,0,14321,1.73
86,298000,효성화학,기초 화학물질 제조업,-,3,3397,106500,151228,157379,179223,1.42,1.68,9.82,21.37,0,0,0,195048,1.83
87,136490,선진,동물용 사료 및 조제식품 제조업,조제동물사료,1,2378,10000,14197,14769,16800,1.42,1.68,9.8,6.72,5.61,20.98,0,14959,1.5
88,68930,디지털대성,일반 교습 학원,대성N스쿨 (교육 프랜차이즈),6,1383,6100,5627,6649,10277,0.92,1.68,18.85,19.7,8.48,10.78,0,7508,1.23
89,210980,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",0,6238,32850,27158,33299,55104,0.83,1.68,22.7,12.66,17.29,23.14,0,38721,1.18
90,111770,영원무역,상품 종합 도매업,스포츠의류,6,10901,24600,41748,41538,40793,1.7,1.66,7.61,9.82,8.15,8.78,0,48652,1.98
91,1680,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1,9026,26050,32109,34457,42798,1.23,1.64,11.57,11.17,7.27,6.13,1,32130,1.23
92,50760,에스폴리텍,플라스틱제품 제조업,유무선 통신용 소프트웨어,5,1111,6800,5322,6594,11109,0.78,1.63,23.93,21.06,3.33,-6.54,1,4753,0.7
142,319660,피에스케이,특수 목적용 기계 제조업,"드라이 스트립, 드라이 클리닝",6,4156,28150,18417,22336,36250,0.65,1.29,21.48,15.26,0,0,0,12826,0.46
94,32830,삼성생명,보험업,"생명보험,부동산 임대",0,92600,46300,170710,149621,74736,3.69,1.61,2.95,3.03,5.71,4.16,0,99061,2.14
95,64960,S&T모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",6,6061,41450,56434,58642,66481,1.36,1.6,9.74,0.33,7.77,8.12,0,27254,0.66
96,97950,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",0,55550,369000,388219,430619,581183,1.05,1.58,13.72,3.16,21.46,10.91,0,409242,1.11
97,36890,진성티이씨,특수 목적용 기계 제조업,트랙롤라. 플로팅 씰,6,1776,7900,8218,9140,12415,1.04,1.57,13.91,16.91,19.4,9.9,0,14619,1.85
98,110790,크리스에프앤씨,봉제의복 제조업,골프웨어,5,2624,22400,23002,25655,35077,1.03,1.57,14.11,11.77,20.69,32.15,0,44630,1.99
99,38680,에스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네트워크장비 설치 및 납품, 유지보수",6,1079,6710,6190,7138,10502,0.92,1.57,16.68,8.59,6.63,2.15,1,4171,0.62
100,30200,케이티,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",3,61753,23650,51473,48280,36943,2.18,1.56,5.2,4.61,5.5,4.1,0,34135,1.44
101,11760,현대종합상사,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",0,2024,15300,26612,26017,23905,1.74,1.56,6.84,5.07,-2.64,6.29,0,9184,0.6
102,5850,에스엘,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조",6,5736,11900,26966,25100,18472,2.27,1.55,4.92,7.25,2.5,9.97,0,22163,1.86
103,3550,LG,기타 금융업,지주회사,6,124414,72100,109824,110322,112089,1.52,1.55,8.05,5.87,10.96,16.04,0,126477,1.75
104,36460,한국가스공사,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발",0,23540,25500,79722,70821,39215,3.13,1.54,3.36,0.48,6.36,-14.03,0,238,0.01
105,49070,인탑스,통신 및 방송 장비 제조업,휴대전화기용부품,6,1944,11300,23743,22331,17315,2.1,1.53,5.3,8.5,5.76,4.36,1,22276,1.97
106,67170,오텍,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스",0,1862,12100,11808,13267,18446,0.98,1.52,14.64,7.58,11.25,17.45,0,12975,1.07
107,2350,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",4,5098,5220,14296,12885,7875,2.74,1.51,3.82,7.94,7.5,9.88,0,15477,2.96
108,720,현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",4,39364,35350,58387,57296,53421,1.65,1.51,7,6.3,5.99,3.15,1,43245,1.22
109,89790,제이티,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등),4,657,6370,4233,5421,9638,0.66,1.51,28.39,15.51,13.11,-1.2,1,4350,0.68
110,20000,한섬,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",6,8054,32700,47921,48169,49050,1.47,1.5,8.08,8.37,7.56,5.96,1,42569,1.3
111,86280,현대글로비스,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",4,43125,115000,134812,142573,170132,1.17,1.48,10.71,11.25,10.6,18.23,0,193748,1.68
208,282880,코윈테크,특수 목적용 기계 제조업,"공정 자동화 설비 (2차전지, 석유화학, 반도체 및 디스플레이)",5,2100,22700,14096,16063,23046,0.62,1.02,15.72,27.52,64.78,25.64,0,59223,2.61
113,69260,휴켐스,기타 화학제품 제조업,"화합물,화학제품 제조",6,6725,16450,18616,19828,24131,1.13,1.47,11.12,10.82,17.02,21.3,0,32150,1.95
114,33290,코웰패션,"섬유, 의복, 신발 및 가죽제품 소매업","콘덴서,저항기",6,5106,5770,4179,5126,8486,0.72,1.47,22.73,22.72,26.8,29.71,0,9135,1.58
115,60980,한라홀딩스,기타 금융업,지주회사 및 경영컨설팅 서비스업,6,2885,27550,75968,68047,39918,2.76,1.45,3.62,4.69,1.46,4.64,0,38907,1.41
116,290520,신도기연,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)",5,1657,20550,11287,15372,29880,0.55,1.45,39.84,37.44,12.83,94.76,0,34911,1.7
117,267980,매일유업,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",6,5922,75500,65267,74893,109075,0.86,1.44,16.28,17.14,18.39,0,0,96746,1.28
118,69960,현대백화점,종합 소매업,백화점,6,13995,59800,168035,149896,85487,2.81,1.43,3.49,4.64,5.91,6.63,0,128467,2.15
119,66570,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",0,121263,74100,92098,95211,106268,1.24,1.43,9.47,0.22,9.03,13.69,0,54770,0.74
120,123420,선데이토즈,소프트웨어 개발 및 공급업,모바일게임,6,2359,24650,20015,23349,35187,0.81,1.43,17.68,2.16,7.51,11.12,0,10552,0.43
121,6650,대한유화,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",6,7963,122500,262162,242653,173376,2.14,1.42,4.72,6.11,16.22,15.53,0,386457,3.15
122,240,한국테크놀로지그룹,기타 금융업,"고무타이어,고무튜브,후랩,알루미늄휠의 제조,판매,임대수익,물품운반용기,포장용기(프라스틱)",6,10511,11300,31316,27945,15972,2.77,1.41,3.5,4.71,6.75,8.05,0,26842,2.38
123,63080,게임빌,소프트웨어 개발 및 공급업,모바일게임,6,2167,32850,40681,41902,46239,1.24,1.41,9.28,5.54,-2.45,3.56,0,12568,0.38
124,51600,한전KPS,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",6,13365,29700,27651,30689,41475,0.93,1.4,13.76,14.98,17.08,16.04,0,47797,1.61
125,810,삼성화재해상보험,보험업,"손해보험의 원수,재보험,운용자산의 투자활동",0,83853,177000,333555,314300,245923,1.88,1.39,5.37,4.83,8.78,9.16,0,273445,1.54
126,32640,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",1,49337,11300,16092,15997,15659,1.42,1.39,7.57,6.3,7.97,10.88,0,15763,1.39
205,89030,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",5,3864,20000,11876,13775,20517,0.59,1.03,17.18,6.41,12.77,29.18,0,14972,0.75
128,5380,현대자동차,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",0,261744,122500,308467,277597,167977,2.52,1.37,3.77,4.32,2.2,5.92,0,127920,1.04
129,2150,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",6,2667,7910,8317,8868,10828,1.05,1.37,11.19,6.93,5.69,5.07,1,5964,0.75
223,265520,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,2,3497,24150,11498,14185,23730,0.48,0.98,23.43,8.57,25.75,0,0,12525,0.52
131,253590,네오셈,특수 목적용 기계 제조업,반도체 검사장비,4,1092,2910,1697,2197,3972,0.58,1.37,30.07,-4.94,24.4,0,0,751,0.26
132,4690,삼천리,연료용 가스 제조 및 배관공급업,도시가스 공급/부동산 임대,0,3102,76500,313965,267789,103816,4.1,1.36,2.17,2.98,2.57,1.07,1,105994,1.39
133,90350,노루페인트,기타 화학제품 제조업,페인트 제조,6,1474,7370,14749,13713,10034,2,1.36,4.88,6,4.2,10.23,0,12268,1.66
134,1740,SK네트웍스,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",0,12558,5060,9225,8715,6906,1.82,1.36,5.47,-5.85,0.31,1.39,0,-2951,-0.58
135,43370,평화정공,자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지",6,1359,6470,23552,20298,8742,3.64,1.35,2.46,5.65,8.54,15.06,0,28648,4.43
136,33780,케이티앤지,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",6,110383,80400,77434,84304,108701,0.96,1.35,12.47,12.39,11.38,15.71,0,105050,1.31
137,28050,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1,23716,12100,8921,10562,16390,0.74,1.35,19.04,24.61,6.6,-4.45,1,11848,0.98
138,161390,한국타이어앤테크놀로지,고무제품 제조업,타이어 제조,6,31774,25650,53049,48948,34385,2.07,1.34,4.61,6.03,7.96,9.73,0,53729,2.09
139,67900,와이엔텍,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조",6,2275,12500,9431,10960,16391,0.75,1.31,17.35,14.66,8.06,11.3,0,11240,0.9
140,43150,바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",6,3030,20400,18931,20595,26502,0.93,1.3,12.42,14.49,13.13,46.14,0,41210,2.02
