,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,PER_EPS,PBR_BPS,Return_rate(PER),Return_rate(PBR),ROE_20,ROE_19,roe_past_2,roe_past_3
27,005440,현대그린푸드,종합 소매업,"백화점,여행알선,숙박,음식점/부동산 임대",6,7494,7670.0,17106.42,15788.76,123.03,105.85,6.03,3.2,6.1,7.12
28,115960,연우,플라스틱제품 제조업,화장품 용기,6,2052,16550.0,34083.7,35018.81,105.94,111.59,6.96,8.37,3.89,4.26
29,131390,피앤이솔루션,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기",5,2838,19150.0,39165.56,17513.77,104.52,-8.54,26.66,21.81,18.33,14.63
30,215200,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의",6,4191,35450.0,71238.27,28912.72,100.95,-18.44,20.94,20.45,20.86,5.52
31,220630,해마로푸드서비스,음·식료품 및 담배 도매업,"햄버거, 치킨, 식음료유통",5,2439,2395.0,4639.25,4940.18,93.71,106.27,27.6,18.15,26.3,22.49
32,005190,동성화학,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조",6,870,16300.0,30378.47,0.0,86.37,-100.0,12.54,11.92,5.62,5.14
33,041920,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",6,1843,21300.0,39584.87,20702.98,85.84,-2.8,30.54,12.68,6.95,7.27
34,060980,한라홀딩스,기타 금융업,지주회사 및 경영컨설팅 서비스업,6,2754,26300.0,47329.02,51313.33,79.96,95.11,3.71,4.69,1.46,4.64
35,051600,한전KPS,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",6,13073,29050.0,52148.02,59574.67,79.51,105.08,13.8,14.98,17.08,16.04
36,083550,케이엠,기타 섬유제품 제조업,클린룸용Wiper,6,2026,19700.0,35335.25,10586.16,79.37,-46.26,31.58,8.15,6.07,6.14
37,057050,현대홈쇼핑,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,6,7404,61700.0,109670.23,115641.11,77.75,87.42,7.59,5.03,10.32,8.16
38,255440,야스,특수 목적용 기계 제조업,"OLED 증착기, OLED 증착원",6,1724,13200.0,23100.13,0.0,75.0,-100.0,26.55,11.22,29.17,20.84
39,005490,포스코,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",6,158680,182000.0,312577.49,242464.75,71.75,33.22,2.53,4.18,3.88,6.48
40,056190,에스에프에이,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기",6,11796,32850.0,55557.81,48397.5,69.13,47.33,16.3,15.9,20.22,29.26
41,119610,인터로조,의료용 기기 제조업,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",6,2721,23300.0,39363.61,44523.17,68.94,91.09,15.7,13.89,13.05,19.97
