,Code,Name,Industry,Main_product,시가총액_억,Ratio,영업활동&현금_202006,영업활동&현금_201912,영업활동&현금_201812,영업활동&현금_201712
0,052400,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2030,6.14,6233.0,0.0,0.0,0.0
1,000540,흥국화재,보험업,손해보험,1577,5.64,4449.0,0.0,0.0,0.0
2,000370,한화손해보험,보험업,손해보험,3321,5.13,8525.0,0.0,0.0,0.0
3,000140,하이트진로홀딩스,기타 금융업,지주회사,3713,3.55,6596.0,0.0,0.0,0.0
4,009410,태영건설,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",4221,2.99,6305.0,0.0,0.0,0.0
5,021320,KCC건설,건물 건설업,"토목 건축공사, 분양공사",1453,2.78,2023.0,0.0,0.0,0.0
6,092200,디아이씨,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",552,2.39,660.0,0.0,0.0,0.0
7,194510,파티게임즈,소프트웨어 개발 및 공급업,모바일 게임,72,2.33,84.0,0.0,0.0,0.0
8,002020,코오롱,기타 금융업,지주회사,2588,2.23,2885.0,0.0,0.0,0.0
9,037400,우리조명,전구 및 조명장치 제조업,"변환장치 제조업 백열전구, 형광등",391,2.02,394.0,0.0,0.0,0.0
10,038110,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,413,1.91,395.0,0.0,0.0,0.0
11,036460,한국가스공사,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발",21878,1.85,20256.0,0.0,0.0,0.0
12,003030,세아제강지주,기타 금융업,경영컨설팅업,1748,1.72,1504.0,0.0,0.0,0.0
13,071320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",3914,1.71,3353.0,0.0,0.0,0.0
14,122690,서진오토모티브,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts",524,1.66,435.0,0.0,0.0,0.0
15,004960,한신공영,건물 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장",1493,1.65,1233.0,0.0,0.0,0.0
16,088350,한화생명,보험업,생명보험,12507,1.63,10174.0,0.0,0.0,0.0
17,013580,계룡건설산업,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1737,1.61,1398.0,0.0,0.0,0.0
18,175140,인포마크,통신 및 방송 장비 제조업,"웨어러블 디바이스, 모바일 라우터",208,1.55,161.0,0.0,0.0,0.0
19,000880,한화,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",18028,1.51,13611.0,0.0,0.0,0.0
20,103590,일진전기,절연선 및 케이블 제조업,,1001,1.51,756.0,0.0,0.0,0.0
21,009200,무림페이퍼,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조",936,1.5,704.0,0.0,0.0,0.0
22,023960,에쓰씨엔지니어링,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",305,1.46,222.0,0.0,0.0,0.0
23,023350,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사",432,1.45,313.0,0.0,0.0,0.0
24,036710,심텍홀딩스,통신 및 방송 장비 제조업,반도체용 인쇄회로기판,876,1.44,630.0,0.0,0.0,0.0
25,034300,신세계건설,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",826,1.43,591.0,0.0,0.0,0.0
26,009620,삼보산업,1차 비철금속 제조업,알미늄괴,260,1.38,179.0,0.0,0.0,0.0
27,002460,화성산업,건물 건설업,아파트 건설,1432,1.35,970.0,0.0,0.0,0.0
28,001020,페이퍼코리아,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매",566,1.34,380.0,0.0,0.0,0.0
29,058650,세아홀딩스,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대,2788,1.25,1748.0,0.0,0.0,0.0
30,079950,인베니아,특수 목적용 기계 제조업,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기",500,1.22,305.0,0.0,0.0,0.0
31,003070,코오롱글로벌,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",4677,1.19,2782.0,0.0,0.0,0.0
32,034590,인천도시가스,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사,1074,1.19,640.0,0.0,0.0,0.0
33,006800,미래에셋대우,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",54013,1.18,31773.0,0.0,0.0,0.0
34,003380,하림지주,기타 금융업,지주사업,5956,1.16,3449.0,0.0,0.0,0.0
35,900270,헝셩그룹,기타 금융업,자회사 제품 : 아동용 완구 및 아동복 등,488,1.14,279.0,0.0,0.0,0.0
36,033160,엠케이전자,전자부품 제조업,반도체용세금선,2133,1.11,1181.0,0.0,0.0,0.0
37,035890,서희건설,건물 건설업,"토목, 건축, 부동산임대업",2257,1.11,1253.0,0.0,0.0,0.0
38,101330,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,719,1.11,398.0,0.0,0.0,0.0
39,123890,한국자산신탁,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs",4321,1.1,2382.0,0.0,0.0,0.0
40,005740,크라운해태홀딩스,기타 금융업,"비스켓,쵸코렛,사탕,웨이퍼 제조,도매",1296,1.07,695.0,0.0,0.0,0.0
41,011560,세보엠이씨,건물설비 설치 공사업,"건설관련설비, ACESS FLOOR , 소음기 , CHAMMBER , PFP UNIT, BY-PASS UNIT , DUCT , 철구조물 .",589,1.04,305.0,0.0,0.0,0.0
42,001450,현대해상,보험업,손해보험(자동차보험),20249,1.02,10344.0,0.0,0.0,0.0
43,121890,에스디시스템,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기",67,1.01,34.0,0.0,0.0,0.0
44,002030,아세아,회사 본부 및 경영 컨설팅 서비스업,"회사본부,지주회사 및 경영컨설팅 서비스업",1656,0.99,816.0,0.0,0.0,0.0
45,226350,아이엠텍,전자부품 제조업,휴대폰용 안테나 및 카메라모듈,93,0.97,45.0,0.0,0.0,0.0
46,017370,우신시스템,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",544,0.96,261.0,0.0,0.0,0.0
47,004690,삼천리,연료용 가스 제조 및 배관공급업,도시가스 공급/부동산 임대,3143,0.95,1489.0,0.0,0.0,0.0
48,007280,한국특수형강,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매",556,0.95,265.0,0.0,0.0,0.0
49,041440,에버다임,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업",711,0.95,337.0,0.0,0.0,0.0
50,084010,대한제강,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",1622,0.94,764.0,0.0,0.0,0.0
51,054930,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리,434,0.93,202.0,0.0,0.0,0.0
52,015760,한국전력공사,전기업,"전력자원개발,발전,송전,전력용기자재확보",126788,0.92,58412.0,0.0,0.0,0.0
53,017940,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",2943,0.92,1354.0,0.0,0.0,0.0
54,036530,S&T홀딩스,기타 금융업,"지배,경영지도,정리,육성",2331,0.91,1058.0,0.0,0.0,0.0
55,108670,LG하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등",4896,0.91,2232.0,0.0,0.0,0.0
56,092230,KPX홀딩스,기초 화학물질 제조업,지주회사,1800,0.88,793.0,0.0,0.0,0.0
57,000500,가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",842,0.86,363.0,0.0,0.0,0.0
58,316140,우리금융지주,기타 금융업,금융지주,58359,0.86,25124.0,0.0,0.0,0.0
59,001430,세아베스틸,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",3367,0.84,1421.0,0.0,0.0,0.0
60,012860,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",637,0.84,266.0,0.0,0.0,0.0
61,030200,케이티,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",58489,0.83,24319.0,0.0,0.0,0.0
62,001040,CJ,기타 금융업,지주회사,23167,0.82,9460.0,0.0,0.0,0.0
63,002990,금호산업,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",2337,0.81,947.0,0.0,0.0,0.0
64,046110,한일네트웍스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스ASP,507,0.8,203.0,0.0,0.0,0.0
65,003300,한일홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업,2617,0.79,1032.0,0.0,0.0,0.0
66,006040,동원산업,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",7594,0.79,3001.0,0.0,0.0,0.0
67,002240,고려제강,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",2620,0.77,1006.0,0.0,0.0,0.0
68,058430,포스코강판,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",795,0.76,302.0,0.0,0.0,0.0
69,900280,골든센츄리,기타 금융업,트랙터용 휠 및 타이어,365,0.76,139.0,0.0,0.0,0.0
70,015750,성우하이텍,자동차 신품 부품 제조업,자동차범퍼,2632,0.75,988.0,0.0,0.0,0.0
71,049800,우진플라임,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매",375,0.75,140.0,0.0,0.0,0.0
72,005720,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",2080,0.74,771.0,0.0,0.0,0.0
73,016250,이테크건설,건물 건설업,"건축공사, 플랜트설비, 토목공사",3640,0.73,1320.0,0.0,0.0,0.0
74,037560,LG헬로비전,텔레비전 방송업,"케이블TV, 인터넷서비스 등",2935,0.73,1069.0,0.0,0.0,0.0
75,001250,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1321,0.72,478.0,0.0,0.0,0.0
76,004250,엔피씨,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1153,0.72,413.0,0.0,0.0,0.0
77,013310,아진산업,자동차 신품 부품 제조업,자동차 차체 부품,1010,0.72,364.0,0.0,0.0,0.0
78,053700,삼보모터스,자동차 신품 부품 제조업,증명서 자동발급기,1011,0.72,364.0,0.0,0.0,0.0
79,001940,KISCO홀딩스,1차 철강 제조업,지주사업,2143,0.71,761.0,0.0,0.0,0.0
80,012700,리드코프,기타 전문 도매업,화공약품운반,1907,0.71,673.0,0.0,0.0,0.0
81,047810,한국항공우주,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",21981,0.71,7792.0,0.0,0.0,0.0
82,003480,한진중공업홀딩스,연료용 가스 제조 및 배관공급업,지주회사,1189,0.69,411.0,0.0,0.0,0.0
83,078930,GS,기타 금융업,지주회사/부동산 임대,28153,0.69,9673.0,0.0,0.0,0.0
84,069640,한세엠케이,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)",340,0.68,116.0,0.0,0.0,0.0
85,067990,도이치모터스,자동차 판매업,수입자동차,1548,0.67,517.0,0.0,0.0,0.0
86,004540,깨끗한나라,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1676,0.65,547.0,0.0,0.0,0.0
87,024910,경창산업,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",598,0.65,195.0,0.0,0.0,0.0
88,034830,한국토지신탁,신탁업 및 집합투자업,부동산신탁 등,4381,0.65,1414.0,0.0,0.0,0.0
89,058860,KTis,기타 정보 서비스업,"114전화번호안내, 고객센터",811,0.64,261.0,0.0,0.0,0.0
90,005010,휴스틸,1차 철강 제조업,"강관(배관용,구조용,유정용) 제조,도매",499,0.63,156.0,0.0,0.0,0.0
91,015860,일진홀딩스,기타 금융업,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",2250,0.63,712.0,0.0,0.0,0.0
92,034730,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",133333,0.63,42315.0,0.0,0.0,0.0
93,071840,롯데하이마트,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대",6598,0.63,2092.0,0.0,0.0,0.0
94,091440,텔레필드,통신 및 방송 장비 제조업,광전송장비,322,0.63,102.0,0.0,0.0,0.0
95,004840,DRB동일,기타 금융업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1230,0.62,379.0,0.0,0.0,0.0
96,016880,웅진,기타 금융업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",841,0.62,261.0,0.0,0.0,0.0
97,008260,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",598,0.61,183.0,0.0,0.0,0.0
98,024830,세원물산,자동차 신품 부품 제조업,라디에이터서포터,524,0.6,158.0,0.0,0.0,0.0
99,082850,우리바이오,전구 및 조명장치 제조업,"LCD광원부품(CCFL,EEFL)",1242,0.6,375.0,0.0,0.0,0.0
100,012450,한화에어로스페이스,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",12936,0.59,3841.0,0.0,0.0,0.0
101,000720,현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",33017,0.58,9646.0,0.0,0.0,0.0
102,013570,디와이,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1074,0.58,313.0,0.0,0.0,0.0
103,102260,동성코퍼레이션,회사 본부 및 경영 컨설팅 서비스업,,1773,0.58,514.0,0.0,0.0,0.0
104,008830,대동기어,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품",247,0.57,70.0,0.0,0.0,0.0
105,088790,진도,기타 전문 도매업,"모피제품 제조,가공",327,0.57,93.0,0.0,0.0,0.0
106,298020,효성티앤씨,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",5193,0.57,1471.0,0.0,0.0,0.0
107,298040,효성중공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-,5129,0.57,1467.0,0.0,0.0,0.0
108,000080,하이트진로,알코올음료 제조업,소주,23705,0.56,6667.0,0.0,0.0,0.0
109,000490,대동공업,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1481,0.56,414.0,0.0,0.0,0.0
110,003530,한화투자증권,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",3615,0.56,1004.0,0.0,0.0,0.0
111,025000,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",2243,0.56,629.0,0.0,0.0,0.0
112,013520,화승알앤에이,자동차 신품 부품 제조업,"자동차용 고무제품(제조저압호스,고압호스,산업용고무호스,,WEATHER STIRP,고무판,콘베어벨트) 제조,판매,수출입",1127,0.55,308.0,0.0,0.0,0.0
113,053270,구영테크,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,406,0.55,112.0,0.0,0.0,0.0
114,005960,동부건설,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",2384,0.54,638.0,0.0,0.0,0.0
115,011810,STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1018,0.54,275.0,0.0,0.0,0.0
116,032640,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",48027,0.54,12927.0,0.0,0.0,0.0
117,001260,남광토건,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",967,0.53,255.0,0.0,0.0,0.0
118,002320,한진,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관",5125,0.53,1349.0,0.0,0.0,0.0
119,003680,한성기업,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업",674,0.53,177.0,0.0,0.0,0.0
120,005300,롯데칠성음료,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",7114,0.53,1891.0,0.0,0.0,0.0
121,005430,한국공항,기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",939,0.52,242.0,0.0,0.0,0.0
122,054940,엑사이엔씨,실내건축 및 건축마무리 공사업,고주파고압변성기(FBT : Flyback Transformer),431,0.52,112.0,0.0,0.0,0.0
123,058530,슈펙스비앤피,생활용품 도매업,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)",212,0.52,55.0,0.0,0.0,0.0
124,004560,현대비앤지스틸,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1089,0.51,280.0,0.0,0.0,0.0
125,009180,한솔로지스틱스,기타 운송관련 서비스업,"지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점",492,0.51,126.0,0.0,0.0,0.0
126,083930,아바코,특수 목적용 기계 제조업,평판디스플레이제조용장비,1276,0.51,326.0,0.0,0.0,0.0
127,042420,네오위즈홀딩스,소프트웨어 개발 및 공급업,지주사업,1399,0.5,351.0,0.0,0.0,0.0
128,140070,서플러스글로벌,기계장비 및 관련 물품 도매업,"반도체 제조용 장비, 유휴기계설비 도소매",1211,0.5,305.0,0.0,0.0,0.0
129,140520,대창스틸,1차 철강 제조업,"냉연강판, 이중바닥재",414,0.5,104.0,0.0,0.0,0.0
130,900070,글로벌에스엠,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",267,0.5,67.0,0.0,0.0,0.0
131,123700,에스제이엠,자동차 신품 부품 제조업,자동차및산업용Bellows,386,0.49,95.0,0.0,0.0,0.0
132,143540,영우디에스피,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,571,0.49,139.0,0.0,0.0,0.0
133,238490,힘스,특수 목적용 기계 제조업,"OLED Mask 인장기, OLED Mask 검사기 등",1380,0.49,338.0,0.0,0.0,0.0
134,001750,한양증권,금융 지원 서비스업,증권업,1036,0.48,250.0,0.0,0.0,0.0
135,025530,에스제이엠홀딩스,자동차 부품 및 내장품 판매업,지주회사및경영자문,388,0.48,94.0,0.0,0.0,0.0
136,047050,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",16039,0.48,3832.0,0.0,0.0,0.0
137,001230,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",5802,0.47,1366.0,0.0,0.0,0.0
138,002310,아세아제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매",2141,0.47,502.0,0.0,0.0,0.0
139,004490,세방전지,일차전지 및 축전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매",3710,0.47,878.0,0.0,0.0,0.0
140,005490,포스코,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",163911,0.47,38504.0,0.0,0.0,0.0
141,017000,신원종합개발,건물 건설업,토건,394,0.47,92.0,0.0,0.0,0.0
142,018680,서울제약,의약품 제조업,"정제,연질캅셀제,경질캅셀제,연고 및 크림제 등",844,0.47,198.0,0.0,0.0,0.0
143,000670,영풍,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",8473,0.46,1965.0,0.0,0.0,0.0
144,001390,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",2433,0.46,558.0,0.0,0.0,0.0
145,001810,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",464,0.46,106.0,0.0,0.0,0.0
146,003010,혜인,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",598,0.46,137.0,0.0,0.0,0.0
147,006340,대원전선,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",673,0.46,156.0,0.0,0.0,0.0
148,007770,한일화학,기초 화학물질 제조업,산화아연,300,0.46,69.0,0.0,0.0,0.0
149,023600,삼보판지,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1232,0.46,281.0,0.0,0.0,0.0
150,044780,에이치케이,특수 목적용 기계 제조업,레이저가공 절단기,235,0.46,54.0,0.0,0.0,0.0
151,114570,지스마트글로벌,반도체 제조업,CMOS 이미지센서,70,0.46,16.0,0.0,0.0,0.0
152,153490,우리이앤엘,반도체 제조업,LED 패키지,469,0.46,107.0,0.0,0.0,0.0
153,267260,현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",5497,0.46,1268.0,0.0,0.0,0.0
154,003100,선광,기타 운송관련 서비스업,"항만하역, 해사(바다모래)",1145,0.45,258.0,0.0,0.0,0.0
155,006200,한국전자홀딩스,기타 금융업,"시장조사,경영컨설팅",296,0.45,66.0,0.0,0.0,0.0
156,008060,대덕,전자부품 제조업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",2037,0.45,459.0,0.0,0.0,0.0
157,010820,퍼스텍,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발",1045,0.45,234.0,0.0,0.0,0.0
158,013360,일성건설,토목 건설업,"건축공사,토목공사,전기공사",470,0.45,106.0,0.0,0.0,0.0
159,100840,S&TC,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",1111,0.45,251.0,0.0,0.0,0.0
160,104700,한국철강,1차 철강 제조업,철근. 단조강. 파이프,2155,0.45,488.0,0.0,0.0,0.0
161,016590,신대양제지,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",2075,0.44,459.0,0.0,0.0,0.0
162,067570,엔브이에이치코리아,자동차 신품 부품 제조업,"헤드라이너, NVH부품",1222,0.44,266.0,0.0,0.0,0.0
163,082740,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",1519,0.44,331.0,0.0,0.0,0.0
164,136490,선진,동물용 사료 및 조제식품 제조업,조제동물사료,2247,0.44,499.0,0.0,0.0,0.0
165,177830,파버나인,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)",697,0.44,153.0,0.0,0.0,0.0
166,001800,오리온홀딩스,기타 금융업,자회사 관리 지주사업 등,7486,0.43,1603.0,0.0,0.0,0.0
167,006880,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,사업경영 및 관리자문,408,0.43,87.0,0.0,0.0,0.0
168,018670,SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",8640,0.43,1853.0,0.0,0.0,0.0
169,026150,특수건설,토목 건설업,보링,913,0.43,198.0,0.0,0.0,0.0
170,071090,하이스틸,1차 철강 제조업,"강관 제조,도매",313,0.43,68.0,0.0,0.0,0.0
171,101530,해태제과식품,기타 식품 제조업,"홈런볼, 오예스, 맛동산, 부라보콘 등",2388,0.43,510.0,0.0,0.0,0.0
172,019440,세아특수강,1차 철강 제조업,"냉간압조용선재,마봉강,스테인레스봉강 제조",887,0.42,185.0,0.0,0.0,0.0
173,073110,엘엠에스,전자부품 제조업,프리즘시트,930,0.42,194.0,0.0,0.0,0.0
174,267250,현대중공업지주,석유 정제품 제조업,"산업용 로봇, 클린용 로봇, 조선 기자재 등",32071,0.42,6678.0,0.0,0.0,0.0
175,020400,대동금속,금속 주조업,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외",222,0.41,46.0,0.0,0.0,0.0
176,023530,롯데쇼핑,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",21697,0.41,4423.0,0.0,0.0,0.0
177,036630,세종텔레콤,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기,1753,0.41,360.0,0.0,0.0,0.0
178,036830,솔브레인홀딩스,기타 화학제품 제조업,"반도체,디스플레이,2차전지 공정용 화학제품",4084,0.41,836.0,0.0,0.0,0.0
179,053050,지에스이,연료용 가스 제조 및 배관공급업,도시가스,448,0.41,91.0,0.0,0.0,0.0
180,120110,코오롱인더,화학섬유 제조업,"산업자재, 화학, 필름",9497,0.41,1937.0,0.0,0.0,0.0
181,003960,사조대림,수산물 가공 및 저장 처리업,"게맛살,어육연제품,식용류,배합사료 제조",1256,0.4,250.0,0.0,0.0,0.0
182,007340,디티알오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,2259,0.4,454.0,0.0,0.0,0.0
183,009070,케이씨티시,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",696,0.4,140.0,0.0,0.0,0.0
184,010770,평화홀딩스,자동차 신품 부품 제조업,지주회사,473,0.4,95.0,0.0,0.0,0.0
185,014830,유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",3903,0.4,790.0,0.0,0.0,0.0
186,033920,무학,알코올음료 제조업,소주,1764,0.4,350.0,0.0,0.0,0.0
187,036010,아비코전자,전자부품 제조업,"전자저항기, 전자인덕터",703,0.4,140.0,0.0,0.0,0.0
188,037440,희림,"건축기술, 엔지니어링 및 관련 기술 서비스업",설계 및 감리용역,508,0.4,101.0,0.0,0.0,0.0
189,128820,대성산업,연료 소매업,"주요소운영,기계판매 등",1416,0.4,284.0,0.0,0.0,0.0
190,214180,민앤지,기타 정보 서비스업,휴대폰부가서비스,1861,0.4,369.0,0.0,0.0,0.0
191,267270,현대건설기계,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",4679,0.4,928.0,0.0,0.0,0.0
192,002150,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2448,0.39,476.0,0.0,0.0,0.0
193,003650,미창석유공업,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",1028,0.39,201.0,0.0,0.0,0.0
194,005190,동성화학,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조",827,0.39,161.0,0.0,0.0,0.0
195,007680,대원,건물 건설업,아파트 시행 및 시공,1259,0.39,245.0,0.0,0.0,0.0
