,code,year,매출액,영업이익,당기순이익,ROE,EPS
3124,102260,2018/12,8131.0,78.0,-48.0,-1.11,-71.0
3125,102260,2019/12,8498.0,518.0,250.0,2.0,124.0
3126,102260,2020/12(E),0.0,0.0,0.0,0.0,0.0
3127,001520,2016/12,4399.0,77.0,245.0,2.67,102.0
3128,001520,2017/12,4831.0,68.0,158.0,1.9,68.0
3129,001520,2018/12,5297.0,7.0,31.0,0.39,14.0
3130,001520,2019/12,5391.0,-201.0,-23.0,-0.05,-2.0
3131,001520,2020/12(E),0.0,0.0,0.0,0.0,0.0
3132,082640,2016/12,,-298.0,148.0,0.64,112.0
3133,082640,2017/12,,2466.0,1928.0,8.99,1278.0
3134,082640,2018/12,,668.0,522.0,2.15,312.0
3135,082640,2019/12,,1142.0,1152.0,4.73,714.0
3136,082640,2020/12(E),,460.0,810.0,3.08,502.0
3137,006040,2016/12,15764.0,1514.0,774.0,9.96,22300.0
3138,006040,2017/12,23811.0,2246.0,1678.0,19.65,49609.0
3139,006040,2018/12,24446.0,1777.0,710.0,7.35,20549.0
3140,006040,2019/12,26826.0,1936.0,514.0,4.45,12632.0
3141,006040,2020/12(E),29285.0,2672.0,1513.0,13.1,39550.0
3142,336260,2016/12,0.0,0.0,0.0,0.0,0.0
3143,336260,2017/12,0.0,0.0,0.0,0.0,0.0
3144,336260,2018/12,0.0,0.0,0.0,0.0,0.0
3145,336260,2019/12,2212.0,195.0,119.0,0.0,200.0
3146,336260,2020/12(E),0.0,0.0,0.0,0.0,0.0
3147,192650,2016/12,5572.0,42.0,-4.0,-0.33,-6.0
3148,192650,2017/12,6794.0,406.0,249.0,25.88,501.0
3149,192650,2018/12,6015.0,424.0,371.0,29.49,736.0
3150,192650,2019/12,5597.0,305.0,234.0,13.24,406.0
3151,192650,2020/12(E),9243.0,298.0,0.0,10.22,364.0
3152,003160,2016/12,1097.0,55.0,17.0,0.89,32.0
3153,003160,2017/12,1522.0,115.0,194.0,15.19,582.0
3154,003160,2018/12,1960.0,215.0,147.0,7.86,330.0
3155,003160,2019/12,1095.0,-65.0,5.0,0.48,21.0
3156,003160,2020/12(E),0.0,0.0,0.0,0.0,0.0
3157,013570,2016/12,7234.0,363.0,220.0,4.54,565.0
3158,013570,2017/12,8223.0,454.0,409.0,6.19,790.0
3159,013570,2018/12,8910.0,463.0,227.0,1.75,227.0
3160,013570,2019/12,8543.0,441.0,321.0,4.73,623.0
3161,013570,2020/12(E),0.0,0.0,0.0,0.0,0.0
3162,026890,2016/12,1337.0,154.0,125.0,9.16,287.0
3163,026890,2017/12,1548.0,122.0,73.0,5.16,168.0
3164,026890,2018/12,1577.0,133.0,116.0,7.99,271.0
3165,026890,2019/12,1654.0,140.0,111.0,7.11,256.0
3166,026890,2020/12(E),0.0,0.0,0.0,0.0,0.0
3167,004000,2016/12,11107.0,297.0,-435.0,-3.83,-1688.0
3168,004000,2017/12,11595.0,1111.0,892.0,7.74,3459.0
3169,004000,2018/12,13717.0,2107.0,2149.0,16.72,8330.0
3170,004000,2019/12,13113.0,1897.0,1684.0,11.73,6526.0
3171,004000,2020/12(E),12647.0,1527.0,1769.0,11.09,6693.0
3172,286940,2016/12,0.0,0.0,0.0,0.0,0.0
3173,286940,2017/12,1491.0,53.0,24.0,0.0,187.0
3174,286940,2018/12,8117.0,390.0,234.0,9.65,2207.0
3175,286940,2019/12,8457.0,411.0,530.0,14.77,3679.0
3176,286940,2020/12(E),9241.0,481.0,411.0,10.27,2714.0
3177,090370,2016/12,667.0,-326.0,-392.0,-182.44,-4860.0
3178,090370,2017/12,268.0,-159.0,-379.0,-141.25,-1783.0
3179,090370,2018/12,474.0,-88.0,-140.0,-27.64,-329.0
3180,090370,2019/12,869.0,-20.0,-254.0,-40.07,-454.0
3181,090370,2020/12(E),0.0,0.0,0.0,0.0,0.0
3182,017180,2016/12,1422.0,101.0,65.0,8.75,280.0
3183,017180,2017/12,1401.0,75.0,81.0,8.27,298.0
3184,017180,2018/12,1475.0,49.0,3.0,1.05,38.0
3185,017180,2019/12,1493.0,-143.0,-208.0,-24.55,-779.0
3186,017180,2020/12(E),0.0,0.0,0.0,0.0,0.0
3187,009680,2016/12,1953.0,24.0,217.0,5.64,659.0
3188,009680,2017/12,2115.0,128.0,127.0,3.22,385.0
3189,009680,2018/12,1953.0,59.0,87.0,2.17,263.0
3190,009680,2019/12,2076.0,97.0,114.0,2.8,344.0
3191,009680,2020/12(E),0.0,0.0,0.0,0.0,0.0
3192,134380,2016/12,1399.0,160.0,137.0,16.05,5993.0
3193,134380,2017/12,1511.0,136.0,136.0,15.82,6204.0
3194,134380,2018/12,1465.0,86.0,74.0,8.51,3373.0
3195,134380,2019/12,1547.0,155.0,135.0,14.07,6167.0
3196,134380,2020/12(E),0.0,0.0,0.0,0.0,0.0
3197,002410,2016/12,1090.0,12.0,-11.0,-2.51,-46.0
3198,002410,2017/12,1368.0,26.0,11.0,2.57,46.0
3199,002410,2018/12,1556.0,68.0,54.0,11.62,219.0
3200,002410,2019/12,2761.0,115.0,197.0,32.82,794.0
3201,002410,2020/12(E),0.0,0.0,0.0,0.0,0.0
3202,005180,2016/12,8132.0,372.0,287.0,5.53,2916.0
3203,005180,2017/12,8147.0,347.0,296.0,5.64,3006.0
3204,005180,2018/12,8552.0,393.0,342.0,6.37,3472.0
3205,005180,2019/12,8783.0,458.0,411.0,7.36,4168.0
3206,005180,2020/12(E),9345.0,516.0,455.0,7.76,4619.0
3207,018260,2016/12,81802.0,6271.0,5143.0,9.54,5995.0
3208,018260,2017/12,92992.0,7316.0,5418.0,9.91,6854.0
3209,018260,2018/12,100342.0,8774.0,6388.0,10.91,8134.0
3210,018260,2019/12,107196.0,9901.0,7504.0,11.76,9518.0
3211,018260,2020/12(E),106585.0,8388.0,4803.0,7.07,6104.0
3212,010140,2016/12,104142.0,-1472.0,-1388.0,-2.31,-410.0
3213,010140,2017/12,79012.0,-5242.0,-3407.0,-5.62,-795.0
3214,010140,2018/12,52651.0,-4093.0,-3882.0,-6.19,-682.0
3215,010140,2019/12,73497.0,-6166.0,-13154.0,-21.88,-2080.0
3216,010140,2020/12(E),75332.0,-7363.0,-9863.0,-20.36,-1557.0
3217,016360,2016/12,,2117.0,1742.0,4.74,2199.0
3218,016360,2017/12,,3603.0,2710.0,6.6,3114.0
3219,016360,2018/12,,4581.0,3341.0,7.37,3741.0
3220,016360,2019/12,,5176.0,3918.0,8.15,4388.0
3221,016360,2020/12(E),,5211.0,3827.0,7.53,4259.0
3222,029780,2016/12,,4309.0,3494.0,5.25,3016.0
3223,029780,2017/12,,5056.0,3867.0,5.71,3338.0
3224,029780,2018/12,,4786.0,3453.0,5.04,2980.0
3225,029780,2019/12,,4497.0,3441.0,5.04,2970.0
3226,029780,2020/12(E),,5083.0,3764.0,6.54,3268.0
3227,002170,2016/12,1958.0,311.0,229.0,9.51,7618.0
3228,002170,2017/12,1706.0,302.0,249.0,9.56,8310.0
3229,002170,2018/12,1832.0,321.0,253.0,8.96,8432.0
3230,002170,2019/12,1921.0,494.0,442.0,14.22,14733.0
3231,002170,2020/12(E),0.0,0.0,0.0,0.0,0.0
3232,002810,2016/12,2240.0,52.0,245.0,8.95,1326.0
3233,002810,2017/12,2594.0,99.0,286.0,9.58,1544.0
3234,002810,2018/12,2693.0,68.0,289.0,8.99,1564.0
3235,002810,2019/12,2742.0,92.0,349.0,10.32,1941.0
3236,002810,2020/12(E),0.0,0.0,0.0,0.0,0.0
3237,009770,2016/12,1521.0,119.0,193.0,11.38,7729.0
3238,009770,2017/12,1434.0,77.0,104.0,5.77,4172.0
3239,009770,2018/12,1356.0,-43.0,-2.0,-0.1,-70.0
3240,009770,2019/12,1471.0,67.0,47.0,2.56,1868.0
3241,009770,2020/12(E),0.0,0.0,0.0,0.0,0.0
3242,248170,2016/12,1351.0,60.0,58.0,0.0,1259.0
3243,248170,2017/12,2632.0,203.0,115.0,10.51,2517.0
3244,248170,2018/12,2756.0,215.0,180.0,14.58,3938.0
3245,248170,2019/12,2808.0,310.0,268.0,18.57,5870.0
3246,248170,2020/12(E),0.0,0.0,0.0,0.0,0.0
3247,200880,2016/12,24029.0,1078.0,939.0,14.4,3382.0
3248,200880,2017/12,20075.0,-122.0,304.0,5.12,1263.0
3249,200880,2018/12,18508.0,120.0,-81.0,-1.0,-245.0
3250,200880,2019/12,19768.0,219.0,-483.0,-7.35,-1721.0
3251,200880,2020/12(E),0.0,0.0,0.0,0.0,0.0
3252,003080,2016/12,580.0,13.0,750.0,59.98,3748.0
3253,003080,2017/12,584.0,-28.0,93.0,5.76,463.0
3254,003080,2018/12,495.0,3.0,61.0,3.89,306.0
3255,003080,2019/12,419.0,-44.0,-29.0,-1.91,-143.0
3256,003080,2020/12(E),0.0,0.0,0.0,0.0,0.0
3257,306200,2016/12,0.0,0.0,0.0,0.0,0.0
3258,306200,2017/12,0.0,0.0,0.0,0.0,0.0
3259,306200,2018/12,4334.0,112.0,70.0,0.0,2479.0
3260,306200,2019/12,12272.0,459.0,249.0,4.42,8762.0
3261,306200,2020/12(E),0.0,0.0,0.0,0.0,0.0
3262,308170,2016/12,3268.0,54.0,25.0,0.0,390.0
3263,308170,2017/12,3294.0,103.0,91.0,15.87,1443.0
3264,308170,2018/12,3133.0,103.0,45.0,6.27,709.0
3265,308170,2019/12,2921.0,103.0,51.0,5.74,783.0
3266,308170,2020/12(E),0.0,0.0,0.0,0.0,0.0
3267,004430,2016/12,6943.0,764.0,422.0,12.89,1802.0
3268,004430,2017/12,7249.0,545.0,347.0,9.6,1475.0
3269,004430,2018/12,7887.0,543.0,378.0,9.61,1587.0
3270,004430,2019/12,8143.0,593.0,350.0,8.24,1448.0
3271,004430,2020/12(E),8002.0,715.0,398.0,8.73,1621.0
3272,011930,2016/12,2172.0,-97.0,32.0,3.53,34.0
3273,011930,2017/12,5745.0,-58.0,-392.0,-38.33,-226.0
3274,011930,2018/12,4247.0,-42.0,107.0,10.92,62.0
3275,011930,2019/12,4511.0,97.0,21.0,1.77,12.0
3276,011930,2020/12(E),4698.0,218.0,161.0,13.17,89.0
3277,031430,2016/12,10211.0,270.0,175.0,3.69,2432.0
3278,031430,2017/12,11025.0,254.0,241.0,4.96,3371.0
3279,031430,2018/12,12627.0,555.0,577.0,11.09,8052.0
3280,031430,2019/12,14250.0,845.0,740.0,12.98,10361.0
3281,031430,2020/12(E),13478.0,374.0,455.0,7.35,6327.0
3282,031440,2016/12,10690.0,214.0,143.0,4.89,3690.0
3283,031440,2017/12,12075.0,298.0,206.0,6.73,5323.0
3284,031440,2018/12,12786.0,274.0,85.0,2.69,2198.0
3285,031440,2019/12,13201.0,222.0,44.0,1.38,1124.0
3286,031440,2020/12(E),13146.0,117.0,25.0,1.39,1128.0
3287,001770,2016/12,702.0,6.0,6.0,1.46,474.0
3288,001770,2017/12,613.0,36.0,21.0,5.81,1708.0
3289,001770,2018/12,716.0,32.0,22.0,6.73,1833.0
3290,001770,2019/12,741.0,10.0,10.0,2.82,793.0
3291,001770,2020/12(E),0.0,0.0,0.0,0.0,0.0
3292,183190,2016/12,4557.0,570.0,426.0,6.44,12539.0
3293,183190,2017/12,4612.0,532.0,554.0,8.16,16742.0
3294,183190,2018/12,8438.0,792.0,172.0,2.08,4002.0
3295,183190,2019/12,8368.0,808.0,289.0,3.53,7157.0
3296,183190,2020/12(E),7680.0,727.0,247.0,2.99,6186.0
3297,018250,2016/12,5068.0,400.0,215.0,27.51,1011.0
3298,018250,2017/12,6289.0,497.0,381.0,37.21,1785.0
3299,018250,2018/12,6996.0,792.0,608.0,28.48,2411.0
3300,018250,2019/12,7013.0,606.0,416.0,12.86,1581.0
3301,018250,2020/12(E),6085.0,326.0,186.0,6.23,801.0
3302,181710,2016/12,8564.0,264.0,71.0,0.87,639.0
3303,181710,2017/12,9091.0,347.0,87.0,1.12,849.0
3304,181710,2018/12,12646.0,686.0,1047.0,5.79,4567.0
3305,181710,2019/12,14886.0,867.0,232.0,0.78,631.0
3306,181710,2020/12(E),16749.0,1186.0,824.0,4.42,3646.0
3307,011330,2016/12,368.0,23.0,17.0,7.38,35.0
3308,011330,2017/12,661.0,36.0,59.0,18.54,115.0
3309,011330,2018/12,836.0,132.0,117.0,23.1,180.0
3310,011330,2019/12,1088.0,179.0,162.0,21.11,223.0
3311,011330,2020/12(E),0.0,0.0,0.0,0.0,0.0
3312,003460,2016/12,,63.0,77.0,1.65,103.0
3313,003460,2017/12,,73.0,79.0,1.72,106.0
3314,003460,2018/12,,56.0,60.0,1.31,81.0
3315,003460,2019/12,,62.0,62.0,1.36,84.0
3316,003460,2020/12(E),,0.0,0.0,0.0,0.0
3317,025820,2016/12,1975.0,100.0,45.0,4.55,135.0
3318,025820,2017/12,2293.0,142.0,112.0,10.64,336.0
3319,025820,2018/12,2272.0,-1.0,-26.0,-2.45,-79.0
3320,025820,2019/12,2103.0,6.0,-34.0,-3.26,-100.0
3321,025820,2020/12(E),0.0,0.0,0.0,0.0,0.0
3322,084680,2016/12,297.0,43.0,21.0,1.63,23.0
3323,084680,2017/12,350.0,67.0,38.0,2.89,42.0
3324,084680,2018/12,336.0,46.0,93.0,6.29,103.0
3325,084680,2019/12,1832.0,174.0,129.0,4.67,95.0
3326,084680,2020/12(E),0.0,0.0,0.0,0.0,0.0
3327,003120,2016/12,675.0,25.0,30.0,0.95,1134.0
3328,003120,2017/12,670.0,26.0,26.0,0.82,988.0
3329,003120,2018/12,617.0,23.0,29.0,0.91,1107.0
3330,003120,2019/12,484.0,-13.0,67.0,2.01,2526.0
3331,003120,2020/12(E),0.0,0.0,0.0,0.0,0.0
3332,194370,2016/12,1885.0,124.0,105.0,8.31,796.0
3333,194370,2017/12,2363.0,152.0,58.0,3.71,434.0
3334,194370,2018/12,2056.0,45.0,59.0,3.76,439.0
3335,194370,2019/12,2531.0,111.0,82.0,5.26,615.0
3336,194370,2020/12(E),1884.0,-24.0,0.0,-1.98,-232.0
3337,025620,2016/12,834.0,133.0,125.0,25.22,765.0
3338,025620,2017/12,1297.0,223.0,274.0,25.67,1037.0
3339,025620,2018/12,1320.0,71.0,-14.0,-0.98,-47.0
3340,025620,2019/12,526.0,-520.0,-893.0,-93.55,-2974.0
3341,025620,2020/12(E),0.0,0.0,0.0,0.0,0.0
3342,001550,2016/12,591.0,23.0,9.0,2.53,199.0
3343,001550,2017/12,599.0,16.0,11.0,2.5,209.0
3344,001550,2018/12,605.0,19.0,3.0,0.69,63.0
3345,001550,2019/12,709.0,10.0,-1.0,-0.27,-25.0
3346,001550,2020/12(E),0.0,0.0,0.0,0.0,0.0
3347,120030,2016/12,631.0,172.0,145.0,17.73,11500.0
3348,120030,2017/12,660.0,177.0,154.0,16.58,12222.0
3349,120030,2018/12,627.0,136.0,118.0,11.75,9348.0
3350,120030,2019/12,640.0,141.0,128.0,12.02,10187.0
3351,120030,2020/12(E),0.0,0.0,0.0,0.0,0.0
3352,063160,2016/12,1130.0,116.0,94.0,7.19,1720.0
3353,063160,2017/12,1182.0,90.0,80.0,5.78,1461.0
3354,063160,2018/12,1245.0,70.0,80.0,5.49,1450.0
3355,063160,2019/12,1372.0,154.0,123.0,8.01,2236.0
3356,063160,2020/12(E),0.0,0.0,0.0,0.0,0.0
3357,051630,2016/12,576.0,13.0,13.0,4.32,109.0
3358,051630,2017/12,496.0,-7.0,-3.0,-1.13,-28.0
3359,051630,2018/12,497.0,-6.0,-3.0,-1.14,-28.0
3360,051630,2019/12,445.0,-27.0,-21.0,-7.57,-175.0
3361,051630,2020/12(E),0.0,0.0,0.0,0.0,0.0
3362,012600,2016/12,576.0,-77.0,-161.0,-57.71,-2041.0
3363,012600,2017/12,346.0,-56.0,-57.0,-22.04,-704.0
3364,012600,2018/12,360.0,-60.0,15.0,6.16,176.0
3365,012600,2019/12,674.0,-80.0,-194.0,-124.59,-2299.0
3366,012600,2020/12(E),0.0,0.0,0.0,0.0,0.0
3367,145270,2016/12,91.0,53.0,27.0,5.29,70.0
3368,145270,2017/12,86.0,50.0,25.0,4.15,55.0
3369,145270,2018/12,110.0,72.0,33.0,5.33,72.0
3370,145270,2019/12,143.0,105.0,54.0,8.22,118.0
3371,145270,2020/12(E),0.0,0.0,0.0,0.0,0.0
3372,005070,2016/12,1903.0,50.0,14.0,2.77,87.0
3373,005070,2017/12,3146.0,85.0,82.0,13.11,420.0
3374,005070,2018/12,5340.0,151.0,104.0,12.86,501.0
3375,005070,2019/12,2439.0,-36.0,-59.0,-4.99,-264.0
3376,005070,2020/12(E),0.0,0.0,0.0,0.0,0.0
3377,021240,2016/12,23763.0,3388.0,2433.0,20.13,3167.0
3378,021240,2017/12,25168.0,4727.0,3256.0,30.12,4328.0
3379,021240,2018/12,27073.0,5198.0,3498.0,33.84,4735.0
3380,021240,2019/12,30189.0,4583.0,3322.0,30.74,4511.0
3381,021240,2020/12(E),32410.0,5856.0,4181.0,33.47,5675.0
3382,284740,2016/12,0.0,0.0,0.0,0.0,0.0
3383,284740,2017/12,303.0,50.0,24.0,0.0,101.0
3384,284740,2018/12,4188.0,675.0,382.0,9.51,1534.0
3385,284740,2019/12,6637.0,1206.0,799.0,16.1,2890.0
3386,284740,2020/12(E),8178.0,1617.0,1067.0,18.22,3851.0
3387,012170,2016/12,58.0,-61.0,-96.0,-16.73,-3440.0
3388,012170,2017/12,359.0,-43.0,-390.0,-62.45,-11289.0
3389,012170,2018/12,181.0,-132.0,-271.0,-51.62,-6216.0
3390,012170,2019/12,314.0,-108.0,-645.0,-272.63,-14221.0
3391,012170,2020/12(E),0.0,0.0,0.0,0.0,0.0
3392,007980,2016/12,8647.0,-486.0,-533.0,-40.64,-1342.0
3393,007980,2017/12,9222.0,237.0,99.0,7.86,199.0
3394,007980,2018/12,9721.0,325.0,104.0,7.14,202.0
3395,007980,2019/12,9716.0,432.0,112.0,6.99,225.0
3396,007980,2020/12(E),0.0,0.0,0.0,0.0,0.0
3397,055490,2016/12,636.0,53.0,5.0,0.76,115.0
3398,055490,2017/12,1059.0,120.0,77.0,9.6,1747.0
3399,055490,2018/12,1085.0,75.0,51.0,5.63,1081.0
3400,055490,2019/12,1126.0,83.0,76.0,7.87,1617.0
3401,055490,2020/12(E),0.0,0.0,0.0,0.0,0.0
3402,078000,2016/12,409.0,46.0,45.0,4.29,464.0
3403,078000,2017/12,414.0,52.0,53.0,4.97,546.0
3404,078000,2018/12,421.0,60.0,63.0,5.8,654.0
3405,078000,2019/12,418.0,34.0,43.0,3.86,441.0
3406,078000,2020/12(E),413.0,30.0,38.0,3.41,392.0
3407,036580,2016/12,9476.0,423.0,265.0,9.56,727.0
3408,036580,2017/12,10233.0,417.0,394.0,13.07,1079.0
3409,036580,2018/12,10157.0,237.0,35.0,1.2,102.0
3410,036580,2019/12,11650.0,202.0,-80.0,-2.77,-225.0
3411,036580,2020/12(E),0.0,0.0,0.0,0.0,0.0
3412,016800,2016/12,2316.0,168.0,232.0,6.43,2016.0
3413,016800,2017/12,2895.0,230.0,221.0,5.86,1918.0
3414,016800,2018/12,3157.0,277.0,455.0,11.3,3956.0
3415,016800,2019/12,3047.0,251.0,340.0,7.86,2953.0
3416,016800,2020/12(E),0.0,0.0,0.0,0.0,0.0
3417,003670,2016/12,11177.0,853.0,445.0,8.0,740.0
3418,003670,2017/12,11972.0,1040.0,1040.0,17.16,1753.0
3419,003670,2018/12,13836.0,1063.0,1328.0,18.96,2237.0
3420,003670,2019/12,14838.0,899.0,1012.0,11.57,1672.0
3421,003670,2020/12(E),16550.0,668.0,437.0,4.36,717.0
3422,005810,2016/12,2976.0,665.0,612.0,10.07,7769.0
3423,005810,2017/12,3148.0,736.0,677.0,10.27,8555.0
3424,005810,2018/12,3061.0,365.0,355.0,5.09,4469.0
3425,005810,2019/12,2644.0,108.0,242.0,3.39,3063.0
3426,005810,2020/12(E),0.0,0.0,0.0,0.0,0.0
3427,071090,2016/12,1489.0,71.0,39.0,3.14,1949.0
3428,071090,2017/12,2117.0,110.0,84.0,6.39,4185.0
3429,071090,2018/12,1705.0,-52.0,-72.0,-5.41,-3581.0
3430,071090,2019/12,2143.0,11.0,0.0,0.02,16.0
3431,071090,2020/12(E),0.0,0.0,0.0,0.0,0.0
3432,004090,2016/12,4027.0,169.0,118.0,8.92,18277.0
3433,004090,2017/12,4245.0,142.0,99.0,6.8,14847.0
3434,004090,2018/12,4813.0,83.0,43.0,2.99,6717.0
3435,004090,2019/12,4854.0,61.0,-77.0,-5.29,-11586.0
3436,004090,2020/12(E),0.0,0.0,0.0,0.0,0.0
3437,002200,2016/12,2283.0,31.0,-2.0,-0.09,-52.0
3438,002200,2017/12,2444.0,-69.0,-53.0,-2.39,-1318.0
3439,002200,2018/12,2802.0,231.0,173.0,7.7,4323.0
3440,002200,2019/12,2716.0,193.0,180.0,7.51,4505.0
3441,002200,2020/12(E),0.0,0.0,0.0,0.0,0.0
3442,123890,2016/12,,962.0,732.0,22.59,631.0
3443,123890,2017/12,,1668.0,1267.0,27.12,1013.0
3444,123890,2018/12,,1379.0,1034.0,18.52,826.0
3445,123890,2019/12,,1141.0,896.0,14.28,723.0
3446,123890,2020/12(E),,1550.0,1180.0,16.31,942.0
3447,025890,2016/12,265.0,-2.0,-36.0,-5.64,-321.0
3448,025890,2017/12,299.0,-21.0,-47.0,-7.94,-418.0
3449,025890,2018/12,391.0,-89.0,-101.0,-19.94,-895.0
3450,025890,2019/12,363.0,-49.0,-136.0,-35.06,-1199.0
3451,025890,2020/12(E),0.0,0.0,0.0,0.0,0.0
3452,024720,2016/12,3304.0,487.0,510.0,15.66,2188.0
3453,024720,2017/12,4083.0,618.0,517.0,10.26,1674.0
3454,024720,2018/12,5617.0,835.0,902.0,18.57,3362.0
3455,024720,2019/12,5934.0,930.0,722.0,10.51,2236.0
3456,024720,2020/12(E),0.0,0.0,0.0,0.0,0.0
3457,009240,2016/12,19345.0,1596.0,1275.0,26.12,5419.0
3458,009240,2017/12,20625.0,1405.0,959.0,18.29,4077.0
3459,009240,2018/12,19285.0,560.0,900.0,16.63,3823.0
3460,009240,2019/12,16984.0,558.0,427.0,7.32,1815.0
3461,009240,2020/12(E),20181.0,877.0,690.0,11.01,2872.0
3462,004150,2016/12,7724.0,401.0,-69.0,-0.67,-72.0
3463,004150,2017/12,6868.0,256.0,-867.0,-11.11,-1164.0
3464,004150,2018/12,6020.0,254.0,-415.0,-8.9,-826.0
3465,004150,2019/12,5416.0,118.0,263.0,6.0,536.0
3466,004150,2020/12(E),5130.0,120.0,390.0,8.36,868.0
3467,011700,2016/12,627.0,87.0,62.0,8.34,190.0
3468,011700,2017/12,562.0,62.0,47.0,6.03,144.0
3469,011700,2018/12,533.0,48.0,33.0,4.24,103.0
3470,011700,2019/12,528.0,22.0,16.0,2.01,50.0
3471,011700,2020/12(E),0.0,0.0,0.0,0.0,0.0
3472,012450,2016/12,35189.0,1507.0,3459.0,15.07,6498.0
3473,012450,2017/12,42155.0,829.0,-477.0,-2.14,-913.0
3474,012450,2018/12,44532.0,532.0,493.0,1.42,619.0
3475,012450,2019/12,52641.0,1652.0,1624.0,5.45,2555.0
3476,012450,2020/12(E),52149.0,2054.0,1244.0,4.08,2033.0
3477,005380,2016/12,936490.0,51935.0,57197.0,8.37,18938.0
3478,005380,2017/12,963761.0,45747.0,45464.0,5.92,14127.0
3479,005380,2018/12,968126.0,24222.0,16450.0,2.2,5352.0
3480,005380,2019/12,1057464.0,36055.0,31856.0,4.32,10761.0
3481,005380,2020/12(E),1027080.0,38720.0,30985.0,3.85,9840.0
3482,094280,2016/12,3404.0,113.0,73.0,14.12,589.0
3483,094280,2017/12,3950.0,122.0,95.0,16.48,766.0
3484,094280,2018/12,4021.0,113.0,75.0,13.65,605.0
3485,094280,2019/12,3882.0,130.0,108.0,21.77,871.0
3486,094280,2020/12(E),0.0,0.0,0.0,0.0,0.0
3487,005870,2016/12,1789.0,189.0,184.0,21.48,1351.0
3488,005870,2017/12,1809.0,168.0,176.0,17.42,1248.0
3489,005870,2018/12,2613.0,299.0,265.0,24.28,1876.0
3490,005870,2019/12,1947.0,88.0,80.0,7.1,564.0
3491,005870,2020/12(E),0.0,0.0,0.0,0.0,0.0
3492,322780,2016/12,,0.0,0.0,0.0,0.0
3493,322780,2017/12,,0.0,0.0,0.0,0.0
3494,322780,2018/12,,0.0,0.0,0.0,0.0
3495,322780,2019/12,,0.0,0.0,0.0,8.0
3496,322780,2020/12(E),,0.0,0.0,0.0,0.0
3497,079190,2016/12,863.0,41.0,22.0,4.93,79.0
3498,079190,2017/12,679.0,-22.0,-115.0,-27.93,-388.0
3499,079190,2018/12,784.0,34.0,-152.0,-44.1,-473.0
3500,079190,2019/12,614.0,11.0,2.0,1.07,10.0
3501,079190,2020/12(E),0.0,0.0,0.0,0.0,0.0
3502,299170,2016/12,,0.0,0.0,0.0,0.0
3503,299170,2017/12,,0.0,0.0,0.0,0.0
3504,299170,2018/12,,0.0,0.0,0.0,-17.0
3505,299170,2019/12,,0.0,0.0,0.49,9.0
3506,299170,2020/12(E),,0.0,0.0,0.0,0.0
3507,021320,2016/12,11207.0,352.0,166.0,5.47,778.0
3508,021320,2017/12,13264.0,719.0,225.0,6.93,1051.0
3509,021320,2018/12,10636.0,478.0,241.0,6.97,1127.0
3510,021320,2019/12,16425.0,588.0,282.0,7.72,1319.0
3511,021320,2020/12(E),0.0,0.0,0.0,0.0,0.0
3512,036670,2016/12,443.0,82.0,67.0,14.77,597.0
3513,036670,2017/12,485.0,51.0,40.0,8.29,353.0
3514,036670,2018/12,606.0,114.0,89.0,17.09,793.0
3515,036670,2019/12,696.0,145.0,114.0,18.92,1013.0
3516,036670,2020/12(E),0.0,0.0,0.0,0.0,0.0
3517,044180,2016/12,371.0,19.0,3.0,1.15,42.0
3518,044180,2017/12,171.0,-102.0,-167.0,-42.05,-1428.0
3519,044180,2018/12,312.0,-63.0,-170.0,-53.58,-1081.0
3520,044180,2019/12,843.0,53.0,93.0,35.12,606.0
3521,044180,2020/12(E),0.0,0.0,0.0,0.0,0.0
3522,151860,2016/12,954.0,114.0,49.0,3.58,137.0
3523,151860,2017/12,1088.0,138.0,117.0,8.21,326.0
3524,151860,2018/12,1237.0,136.0,113.0,7.58,313.0
3525,151860,2019/12,1609.0,159.0,978.0,49.82,2716.0
3526,151860,2020/12(E),0.0,0.0,0.0,0.0,0.0
3527,046440,2016/12,1367.0,230.0,108.0,7.57,492.0
3528,046440,2017/12,1706.0,278.0,127.0,7.8,490.0
3529,046440,2018/12,2029.0,221.0,121.0,6.04,424.0
3530,046440,2019/12,1922.0,348.0,176.0,8.18,601.0
3531,046440,2020/12(E),2885.0,478.0,281.0,11.63,735.0
3532,122450,2016/12,1554.0,266.0,356.0,21.83,1191.0
3533,122450,2017/12,1651.0,333.0,428.0,20.6,1359.0
3534,122450,2018/12,1926.0,346.0,671.0,23.7,1874.0
3535,122450,2019/12,2580.0,449.0,246.0,7.13,667.0
3536,122450,2020/12(E),0.0,0.0,0.0,0.0,0.0
3537,160550,2016/12,1257.0,66.0,36.0,3.29,160.0
3538,160550,2017/12,945.0,-52.0,-75.0,-5.98,-287.0
3539,160550,2018/12,1612.0,-106.0,-148.0,-11.29,-504.0
3540,160550,2019/12,1492.0,-81.0,-111.0,-7.52,-309.0
3541,160550,2020/12(E),1419.0,24.0,26.0,2.33,93.0
3542,184230,2016/12,495.0,51.0,32.0,7.81,104.0
3543,184230,2017/12,553.0,39.0,22.0,4.6,60.0
3544,184230,2018/12,454.0,-92.0,-134.0,-26.05,-331.0
3545,184230,2019/12,451.0,-85.0,-286.0,-88.21,-672.0
3546,184230,2020/12(E),0.0,0.0,0.0,0.0,0.0
