,code,year,매출액,영업이익,당기순이익,ROE,EPS
4533,012800,2017/12,9833.0,406.0,143.0,8.26,140.0
4534,012800,2018/12,9513.0,173.0,124.0,5.7,108.0
4535,012800,2019/12,8990.0,170.0,47.0,2.75,56.0
4536,012800,2020/12(E),0.0,0.0,0.0,0.0,0.0
4537,001230,2016/12,50066.0,2566.0,708.0,2.89,642.0
4538,001230,2017/12,60493.0,2413.0,48.0,0.2,47.0
4539,001230,2018/12,59649.0,1450.0,-3045.0,-14.25,-3121.0
4540,001230,2019/12,56584.0,1646.0,-817.0,-3.63,-718.0
4541,001230,2020/12(E),51248.0,2571.0,-487.0,-2.52,-490.0
4542,000020,2016/12,2375.0,113.0,263.0,10.87,940.0
4543,000020,2017/12,2589.0,110.0,470.0,17.1,1683.0
4544,000020,2018/12,3066.0,112.0,101.0,3.39,360.0
4545,000020,2019/12,3072.0,99.0,94.0,3.14,337.0
4546,000020,2020/12(E),0.0,0.0,0.0,0.0,0.0
4547,336370,2016/12,0.0,0.0,0.0,0.0,0.0
4548,336370,2017/12,0.0,0.0,0.0,0.0,0.0
4549,336370,2018/12,0.0,0.0,0.0,0.0,0.0
4550,336370,2019/12,700.0,102.0,45.0,0.0,137.0
4551,336370,2020/12(E),3266.0,444.0,298.0,18.97,752.0
4552,001530,2016/12,8224.0,173.0,11.0,-0.75,-1523.0
4553,001530,2017/12,8471.0,220.0,-41.0,-1.29,-2558.0
4554,001530,2018/12,9093.0,445.0,138.0,0.0,10.0
4555,001530,2019/12,9395.0,486.0,263.0,2.55,5025.0
4556,001530,2020/12(E),0.0,0.0,0.0,0.0,0.0
4557,092200,2016/12,5575.0,348.0,84.0,2.83,189.0
4558,092200,2017/12,6295.0,322.0,9.0,-1.32,-89.0
4559,092200,2018/12,5532.0,226.0,-70.0,-4.89,-316.0
4560,092200,2019/12,5378.0,-320.0,-557.0,-33.7,-1675.0
4561,092200,2020/12(E),0.0,0.0,0.0,0.0,0.0
4562,032350,2016/12,504.0,33.0,15.0,0.93,32.0
4563,032350,2017/12,692.0,51.0,34.0,1.99,69.0
4564,032350,2018/12,761.0,30.0,-1129.0,-47.74,-2059.0
4565,032350,2019/12,884.0,-162.0,-141.0,-4.77,-201.0
4566,032350,2020/12(E),0.0,0.0,0.0,0.0,0.0
4567,011170,2016/12,132235.0,25443.0,18372.0,21.74,53561.0
4568,011170,2017/12,158745.0,29297.0,22846.0,21.52,65466.0
4569,011170,2018/12,160731.0,19462.0,16419.0,13.04,46074.0
4570,011170,2019/12,151235.0,11073.0,7567.0,5.51,20860.0
4571,011170,2020/12(E),122140.0,2396.0,2017.0,1.4,5396.0
4572,033920,2016/12,2702.0,520.0,615.0,13.27,2157.0
4573,033920,2017/12,2505.0,287.0,515.0,10.03,1807.0
4574,033920,2018/12,1937.0,-100.0,-203.0,-3.89,-711.0
4575,033920,2019/12,1664.0,-134.0,237.0,4.64,832.0
4576,033920,2020/12(E),0.0,0.0,0.0,0.0,0.0
4577,007120,2016/12,98.0,-16.0,-23.0,-4.96,-30.0
4578,007120,2017/12,77.0,-29.0,-27.0,-4.64,-28.0
4579,007120,2018/12,64.0,-14.0,-108.0,-17.96,-84.0
4580,007120,2019/12,75.0,1.0,140.0,22.51,108.0
4581,007120,2020/12(E),0.0,0.0,0.0,0.0,0.0
4582,155900,2016/12,100.0,35.0,189.0,42.48,1247.0
4583,155900,2017/12,62.0,26.0,-45.0,-9.49,-299.0
4584,155900,2018/12,60.0,22.0,74.0,16.31,487.0
4585,155900,2019/12,64.0,23.0,54.0,12.05,358.0
4586,155900,2020/12(E),0.0,0.0,0.0,0.0,0.0
4587,005030,2016/12,1796.0,-59.0,-91.0,-18.07,-381.0
4588,005030,2017/12,1907.0,-23.0,-101.0,-17.61,-356.0
4589,005030,2018/12,2038.0,-69.0,-213.0,-35.79,-579.0
4590,005030,2019/12,2046.0,-89.0,-216.0,-52.37,-509.0
4591,005030,2020/12(E),0.0,0.0,0.0,0.0,0.0
4592,030790,2016/12,941.0,-66.0,-40.0,-8.98,-1917.0
4593,030790,2017/12,863.0,-78.0,-203.0,-33.91,-5970.0
4594,030790,2018/12,700.0,-198.0,-116.0,-13.74,-3031.0
4595,030790,2019/12,557.0,-140.0,-416.0,-65.09,-7021.0
4596,030790,2020/12(E),0.0,0.0,0.0,0.0,0.0
4597,101140,2016/12,115.0,-21.0,-23.0,-33.29,-113.0
4598,101140,2017/12,71.0,-15.0,-12.0,-14.18,-55.0
4599,101140,2018/12,76.0,9.0,17.0,9.6,70.0
4600,101140,2019/12,98.0,-22.0,131.0,29.38,397.0
4601,101140,2020/12(E),0.0,0.0,0.0,0.0,0.0
4602,014710,2016/12,3234.0,155.0,76.0,4.17,439.0
4603,014710,2017/12,3782.0,158.0,194.0,9.85,1124.0
4604,014710,2018/12,3971.0,172.0,126.0,5.88,733.0
4605,014710,2019/12,3489.0,97.0,-56.0,-2.66,-328.0
4606,014710,2020/12(E),0.0,0.0,0.0,0.0,0.0
4607,028260,2016/12,281027.0,1395.0,208.0,0.62,561.0
4608,028260,2017/12,292790.0,8813.0,4811.0,3.13,3344.0
4609,028260,2018/12,311556.0,11039.0,17482.0,8.06,8953.0
4610,028260,2019/12,307615.0,8668.0,10479.0,4.77,5489.0
4611,028260,2020/12(E),295453.0,9181.0,11804.0,4.73,5977.0
4612,005930,2016/12,2018667.0,292407.0,227261.0,12.48,2735.0
4613,005930,2017/12,2395754.0,536450.0,421867.0,21.01,5421.0
4614,005930,2018/12,2437714.0,588867.0,443449.0,19.63,6024.0
4615,005930,2019/12,2304009.0,277685.0,217389.0,8.69,3166.0
4616,005930,2020/12(E),2356472.0,338988.0,257018.0,9.68,3755.0
4617,001360,2016/12,472.0,-63.0,-216.0,-33.62,-584.0
4618,001360,2017/12,419.0,-69.0,-75.0,-8.56,-171.0
4619,001360,2018/12,465.0,-48.0,-21.0,-1.84,-39.0
4620,001360,2019/12,446.0,-65.0,69.0,5.02,117.0
4621,001360,2020/12(E),0.0,0.0,0.0,0.0,0.0
4622,023000,2016/12,2684.0,159.0,142.0,7.71,355.0
4623,023000,2017/12,2762.0,126.0,110.0,5.73,275.0
4624,023000,2018/12,2868.0,131.0,119.0,5.97,298.0
4625,023000,2019/12,2693.0,108.0,104.0,5.03,261.0
4626,023000,2020/12(E),0.0,0.0,0.0,0.0,0.0
4627,004380,2016/12,2511.0,217.0,165.0,10.66,787.0
4628,004380,2017/12,3711.0,349.0,282.0,16.56,1345.0
4629,004380,2018/12,2831.0,255.0,181.0,9.8,862.0
4630,004380,2019/12,2320.0,75.0,33.0,1.74,156.0
4631,004380,2020/12(E),0.0,0.0,0.0,0.0,0.0
4632,000520,2016/12,968.0,39.0,9.0,1.65,155.0
4633,000520,2017/12,920.0,13.0,-13.0,-2.43,-222.0
4634,000520,2018/12,946.0,-57.0,-86.0,-15.97,-1412.0
4635,000520,2019/12,1211.0,48.0,8.0,1.33,121.0
4636,000520,2020/12(E),0.0,0.0,0.0,0.0,0.0
4637,005500,2016/12,2393.0,421.0,302.0,18.99,2171.0
4638,005500,2017/12,2453.0,469.0,358.0,19.71,2575.0
4639,005500,2018/12,2600.0,595.0,255.0,13.01,1836.0
4640,005500,2019/12,2419.0,441.0,113.0,5.69,812.0
4641,005500,2020/12(E),0.0,0.0,0.0,0.0,0.0
4642,004450,2016/12,1016.0,135.0,99.0,7.88,4603.0
4643,004450,2017/12,1049.0,110.0,84.0,6.37,3892.0
4644,004450,2018/12,1080.0,108.0,98.0,7.21,4567.0
4645,004450,2019/12,1160.0,91.0,84.0,5.88,3876.0
4646,004450,2020/12(E),0.0,0.0,0.0,0.0,0.0
4647,007860,2016/12,31883.0,1268.0,1324.0,15.04,3394.0
4648,007860,2017/12,29132.0,-258.0,-222.0,-2.78,-623.0
4649,007860,2018/12,20784.0,62.0,-432.0,-3.61,-757.0
4650,007860,2019/12,22026.0,332.0,-953.0,-13.31,-2554.0
4651,007860,2020/12(E),0.0,0.0,0.0,0.0,0.0
4652,002820,2016/12,5512.0,139.0,80.0,3.16,683.0
4653,002820,2017/12,6218.0,-8.0,-94.0,-2.62,-563.0
4654,002820,2018/12,5623.0,-50.0,-92.0,-3.04,-623.0
4655,002820,2019/12,4559.0,-187.0,-400.0,-15.84,-2973.0
4656,002820,2020/12(E),0.0,0.0,0.0,0.0,0.0
4657,004980,2016/12,6866.0,368.0,124.0,4.06,502.0
4658,004980,2017/12,6472.0,328.0,121.0,3.53,484.0
4659,004980,2018/12,6881.0,298.0,166.0,4.38,660.0
4660,004980,2019/12,7074.0,208.0,174.0,4.43,690.0
4661,004980,2020/12(E),6138.0,186.0,71.0,1.77,281.0
4662,002420,2016/12,55.0,-7.0,-11.0,-4.6,-2802.0
4663,002420,2017/12,56.0,-4.0,1.0,0.4,233.0
4664,002420,2018/12,52.0,-4.0,-3.0,-1.47,-849.0
4665,002420,2019/12,51.0,-5.0,-9.0,-4.11,-2309.0
4666,002420,2020/12(E),0.0,0.0,0.0,0.0,0.0
4667,019440,2016/12,6688.0,404.0,237.0,8.21,2755.0
4668,019440,2017/12,7299.0,351.0,237.0,7.81,2766.0
4669,019440,2018/12,7236.0,197.0,111.0,3.56,1302.0
4670,019440,2019/12,7175.0,195.0,110.0,3.47,1280.0
4671,019440,2020/12(E),0.0,0.0,0.0,0.0,0.0
4672,013000,2016/12,424.0,8.0,4.0,1.35,18.0
4673,013000,2017/12,364.0,17.0,4.0,1.39,19.0
4674,013000,2018/12,322.0,5.0,5.0,1.63,22.0
4675,013000,2019/12,275.0,11.0,1.0,0.23,3.0
4676,013000,2020/12(E),0.0,0.0,0.0,0.0,0.0
4677,075580,2016/12,4274.0,197.0,197.0,9.3,369.0
4678,075580,2017/12,2518.0,71.0,19.0,1.18,49.0
4679,075580,2018/12,2182.0,84.0,18.0,1.13,46.0
4680,075580,2019/12,2959.0,94.0,31.0,1.51,62.0
4681,075580,2020/12(E),3011.0,91.0,150.0,8.97,380.0
4682,145210,2016/12,2043.0,55.0,-186.0,-15.94,-667.0
4683,145210,2017/12,1653.0,-42.0,-337.0,-39.04,-1205.0
4684,145210,2018/12,1208.0,-270.0,-440.0,-93.07,-1506.0
4685,145210,2019/12,994.0,-105.0,-55.0,-22.79,-187.0
4686,145210,2020/12(E),0.0,0.0,0.0,0.0,0.0
4687,068270,2016/12,6706.0,2497.0,1805.0,9.5,1332.0
4688,068270,2017/12,9491.0,5078.0,3862.0,17.53,2858.0
4689,068270,2018/12,9821.0,3387.0,2536.0,10.84,1952.0
4690,068270,2019/12,11285.0,3781.0,2980.0,11.19,2211.0
4691,068270,2020/12(E),17558.0,6949.0,5542.0,18.17,4150.0
4692,004970,2016/12,3047.0,59.0,277.0,6.19,1733.0
4693,004970,2017/12,4131.0,294.0,265.0,5.65,1657.0
4694,004970,2018/12,3553.0,74.0,404.0,8.17,2525.0
4695,004970,2019/12,3696.0,-42.0,103.0,2.01,645.0
4696,004970,2020/12(E),0.0,0.0,0.0,0.0,0.0
4697,004170,2016/12,29475.0,2514.0,3234.0,7.26,23071.0
4698,004170,2017/12,38714.0,3457.0,2136.0,5.48,18513.0
4699,004170,2018/12,51857.0,3974.0,2849.0,6.94,24274.0
4700,004170,2019/12,63942.0,4678.0,5931.0,14.24,53472.0
4701,004170,2020/12(E),50047.0,1086.0,-3.0,-0.4,-1568.0
4702,090430,2016/12,56454.0,8481.0,6457.0,17.7,9262.0
4703,090430,2017/12,51238.0,5964.0,3980.0,9.81,5709.0
4704,090430,2018/12,52778.0,4820.0,3348.0,7.75,4813.0
4705,090430,2019/12,55801.0,4278.0,2238.0,5.36,3460.0
4706,090430,2020/12(E),46527.0,2057.0,1500.0,3.47,2278.0
4707,002030,2016/12,10953.0,861.0,676.0,5.5,15890.0
4708,002030,2017/12,11978.0,641.0,735.0,6.58,19967.0
4709,002030,2018/12,16276.0,1837.0,1002.0,7.07,22849.0
4710,002030,2019/12,15424.0,1581.0,945.0,6.37,22002.0
4711,002030,2020/12(E),0.0,0.0,0.0,0.0,0.0
4712,010780,2016/12,17241.0,3048.0,2140.0,29.12,6912.0
4713,010780,2017/12,18330.0,3245.0,1950.0,19.87,6331.0
4714,010780,2018/12,15968.0,3802.0,2438.0,23.01,7947.0
4715,010780,2019/12,9641.0,662.0,743.0,6.1,2138.0
4716,010780,2020/12(E),12330.0,1910.0,1129.0,8.39,3061.0
4717,123700,2016/12,1768.0,143.0,150.0,9.97,961.0
4718,123700,2017/12,1631.0,84.0,57.0,3.55,363.0
4719,123700,2018/12,1553.0,7.0,37.0,2.62,267.0
4720,123700,2019/12,1577.0,65.0,76.0,4.23,438.0
4721,123700,2020/12(E),0.0,0.0,0.0,0.0,0.0
4722,140910,2016/12,336.0,77.0,45.0,17.59,1186.0
4723,140910,2017/12,5.0,-12.0,-9.0,-3.58,-231.0
4724,140910,2018/12,228.0,6.0,36.0,14.58,940.0
4725,140910,2019/12,609.0,111.0,74.0,25.42,1939.0
4726,140910,2020/12(E),0.0,0.0,0.0,0.0,0.0
4727,015260,2016/12,1036.0,12.0,54.0,8.42,99.0
4728,015260,2017/12,1012.0,-60.0,-127.0,-20.12,-221.0
4729,015260,2018/12,1078.0,-47.0,-72.0,-12.17,-94.0
4730,015260,2019/12,1058.0,-66.0,-62.0,-9.67,-73.0
4731,015260,2020/12(E),0.0,0.0,0.0,0.0,0.0
4732,085310,2016/12,1646.0,-292.0,-332.0,-22.23,-578.0
4733,085310,2017/12,1218.0,-97.0,-67.0,-4.73,-99.0
4734,085310,2018/12,1084.0,-232.0,-293.0,-21.97,-373.0
4735,085310,2019/12,1085.0,-65.0,-266.0,-25.29,-333.0
4736,085310,2020/12(E),0.0,0.0,0.0,0.0,0.0
4737,004250,2016/12,3779.0,156.0,405.0,17.87,965.0
4738,004250,2017/12,3863.0,167.0,118.0,4.74,280.0
4739,004250,2018/12,4149.0,149.0,118.0,4.63,282.0
4740,004250,2019/12,4545.0,198.0,144.0,5.29,343.0
4741,004250,2020/12(E),0.0,0.0,0.0,0.0,0.0
4742,009970,2016/12,23380.0,2010.0,1290.0,8.28,5075.0
4743,009970,2017/12,23848.0,2103.0,1176.0,8.2,5251.0
4744,009970,2018/12,25187.0,2549.0,1521.0,8.49,6325.0
4745,009970,2019/12,27380.0,2990.0,2277.0,9.6,8870.0
4746,009970,2020/12(E),25505.0,2170.0,1524.0,6.09,6366.0
4747,118000,2016/12,83.0,-48.0,-86.0,-87.87,-476.0
4748,118000,2017/12,356.0,-31.0,-29.0,-18.2,-135.0
4749,118000,2018/12,336.0,-63.0,-121.0,-65.25,-531.0
4750,118000,2019/12,562.0,-1.0,-48.0,-17.72,-138.0
4751,118000,2020/12(E),0.0,0.0,0.0,0.0,0.0
4752,017370,2016/12,2643.0,115.0,92.0,8.16,548.0
4753,017370,2017/12,2440.0,67.0,-8.0,-0.66,-43.0
4754,017370,2018/12,3030.0,-11.0,-40.0,-3.51,-217.0
4755,017370,2019/12,3004.0,13.0,53.0,5.18,316.0
4756,017370,2020/12(E),0.0,0.0,0.0,0.0,0.0
4757,105840,2016/12,1084.0,-3.0,-3.0,-0.35,-22.0
4758,105840,2017/12,983.0,-28.0,-156.0,-14.17,-907.0
4759,105840,2018/12,939.0,-11.0,-72.0,-6.44,-416.0
4760,105840,2019/12,889.0,-20.0,-140.0,-10.49,-587.0
4761,105840,2020/12(E),0.0,0.0,0.0,0.0,0.0
4762,049800,2016/12,2283.0,161.0,148.0,20.32,1480.0
4763,049800,2017/12,2296.0,62.0,7.0,0.92,74.0
4764,049800,2018/12,1719.0,-118.0,-136.0,-18.39,-1359.0
4765,049800,2019/12,1818.0,-83.0,-136.0,-22.8,-1361.0
4766,049800,2020/12(E),0.0,0.0,0.0,0.0,0.0
4767,014830,2016/12,7409.0,680.0,485.0,8.13,5609.0
4768,014830,2017/12,7624.0,671.0,411.0,6.19,4454.0
4769,014830,2018/12,8140.0,801.0,360.0,5.52,4062.0
4770,014830,2019/12,8752.0,848.0,675.0,9.87,7600.0
4771,014830,2020/12(E),8815.0,879.0,689.0,9.83,7863.0
4772,001200,2016/12,,613.0,460.0,7.2,475.0
4773,001200,2017/12,,714.0,561.0,8.18,579.0
4774,001200,2018/12,,659.0,465.0,6.37,480.0
4775,001200,2019/12,,582.0,413.0,5.36,427.0
4776,001200,2020/12(E),,0.0,0.0,0.0,0.0
4777,008250,2016/12,2903.0,178.0,5.0,0.4,68.0
4778,008250,2017/12,2987.0,160.0,54.0,3.41,570.0
4779,008250,2018/12,3396.0,237.0,65.0,3.73,564.0
4780,008250,2019/12,2797.0,96.0,10.0,0.44,71.0
4781,008250,2020/12(E),0.0,0.0,0.0,0.0,0.0
4782,102460,2016/12,1218.0,141.0,107.0,5.39,638.0
4783,102460,2017/12,1263.0,160.0,129.0,6.46,768.0
4784,102460,2018/12,1230.0,25.0,13.0,0.61,80.0
4785,102460,2019/12,1316.0,79.0,59.0,2.68,354.0
4786,102460,2020/12(E),0.0,0.0,0.0,0.0,0.0
4787,006490,2016/12,371.0,-25.0,-69.0,-20.69,-73.0
4788,006490,2017/12,496.0,-2.0,-5.0,-1.76,-7.0
4789,006490,2018/12,586.0,53.0,-81.0,-25.43,-94.0
4790,006490,2019/12,753.0,47.0,-249.0,-88.74,-262.0
4791,006490,2020/12(E),0.0,0.0,0.0,0.0,0.0
4792,226320,2016/12,3261.0,909.0,667.0,13.34,2033.0
4793,226320,2017/12,2457.0,454.0,420.0,8.42,1345.0
4794,226320,2018/12,2141.0,199.0,186.0,1.89,376.0
4795,226320,2019/12,2045.0,109.0,74.0,-1.11,-215.0
4796,226320,2020/12(E),0.0,0.0,0.0,0.0,0.0
4797,004910,2016/12,1887.0,167.0,182.0,10.42,1422.0
4798,004910,2017/12,2012.0,52.0,43.0,2.36,336.0
4799,004910,2018/12,2095.0,1.0,-39.0,-2.19,-305.0
4800,004910,2019/12,2034.0,-4.0,-23.0,-1.33,-181.0
4801,004910,2020/12(E),0.0,0.0,0.0,0.0,0.0
4802,000480,2016/12,7145.0,360.0,187.0,2.57,3388.0
4803,000480,2017/12,6943.0,-32.0,227.0,2.5,3431.0
4804,000480,2018/12,7892.0,394.0,580.0,9.22,13184.0
4805,000480,2019/12,7572.0,213.0,322.0,4.13,6088.0
4806,000480,2020/12(E),0.0,0.0,0.0,0.0,0.0
4807,013890,2016/12,3415.0,814.0,626.0,0.0,5030.0
4808,013890,2017/12,6028.0,872.0,452.0,40.13,3627.0
4809,013890,2018/12,6218.0,531.0,436.0,28.34,3503.0
4810,013890,2019/12,8171.0,1039.0,724.0,26.32,5669.0
4811,013890,2020/12(E),9822.0,1308.0,915.0,21.84,6303.0
4812,272450,2016/12,7197.0,523.0,393.0,60.86,1457.0
4813,272450,2017/12,8884.0,969.0,741.0,47.84,2722.0
4814,272450,2018/12,10107.0,630.0,445.0,17.86,1482.0
4815,272450,2019/12,9102.0,-488.0,-567.0,-24.74,-1888.0
4816,272450,2020/12(E),0.0,0.0,0.0,0.0,0.0
4817,009310,2016/12,1848.0,275.0,130.0,18.45,122.0
4818,009310,2017/12,2763.0,297.0,146.0,18.42,170.0
4819,009310,2018/12,2067.0,139.0,143.0,17.39,196.0
4820,009310,2019/12,1125.0,-136.0,-165.0,-33.98,-381.0
4821,009310,2020/12(E),0.0,0.0,0.0,0.0,0.0
4822,152330,2016/12,4402.0,470.0,422.0,16.32,2110.0
4823,152330,2017/12,4448.0,525.0,448.0,14.98,2238.0
4824,152330,2018/12,4387.0,498.0,433.0,13.07,2167.0
4825,152330,2019/12,4560.0,575.0,330.0,9.36,1651.0
4826,152330,2020/12(E),0.0,0.0,0.0,0.0,0.0
4827,003070,2016/12,31851.0,607.0,61.0,1.4,290.0
4828,003070,2017/12,36536.0,725.0,152.0,3.38,659.0
4829,003070,2018/12,33583.0,768.0,145.0,3.59,639.0
4830,003070,2019/12,34841.0,1256.0,464.0,10.74,1911.0
4831,003070,2020/12(E),36071.0,1566.0,779.0,15.98,3144.0
4832,006890,2016/12,513.0,38.0,38.0,3.95,329.0
4833,006890,2017/12,489.0,18.0,16.0,1.7,141.0
4834,006890,2018/12,474.0,32.0,29.0,2.83,251.0
4835,006890,2019/12,418.0,12.0,98.0,8.67,847.0
4836,006890,2020/12(E),0.0,0.0,0.0,0.0,0.0
4837,214420,2016/12,2331.0,176.0,129.0,10.57,731.0
4838,214420,2017/12,2057.0,-19.0,-55.0,-4.56,-312.0
4839,214420,2018/12,1810.0,-50.0,-78.0,-6.89,-428.0
4840,214420,2019/12,1720.0,-3.0,-57.0,-5.33,-308.0
4841,214420,2020/12(E),1690.0,20.0,20.0,2.01,113.0
4842,001020,2016/12,4219.0,-223.0,-371.0,-32.03,-5952.0
4843,001020,2017/12,5565.0,-394.0,-1073.0,-123.19,-11670.0
4844,001020,2018/12,4123.0,22.0,-381.0,-91.06,-2098.0
4845,001020,2019/12,2656.0,-13.0,-278.0,-136.14,-972.0
4846,001020,2020/12(E),0.0,0.0,0.0,0.0,0.0
4847,005490,2016/12,530835.0,28443.0,10482.0,3.26,15637.0
4848,005490,2017/12,606551.0,46218.0,29735.0,6.48,32001.0
4849,005490,2018/12,649778.0,55426.0,18921.0,3.88,19391.0
4850,005490,2019/12,643668.0,38689.0,19826.0,4.18,21048.0
4851,005490,2020/12(E),574886.0,19480.0,11592.0,2.34,11950.0
4852,293480,2016/12,1245.0,237.0,174.0,0.0,2249.0
4853,293480,2017/12,1393.0,319.0,243.0,35.63,2243.0
4854,293480,2018/12,1528.0,336.0,262.0,18.28,1974.0
4855,293480,2019/12,1663.0,336.0,283.0,13.3,1747.0
4856,293480,2020/12(E),0.0,0.0,0.0,0.0,0.0
4857,002960,2016/12,2109.0,351.0,272.0,28.06,20956.0
4858,002960,2017/12,2105.0,300.0,242.0,24.64,18649.0
4859,002960,2018/12,2198.0,310.0,250.0,25.09,19200.0
4860,002960,2019/12,2118.0,257.0,210.0,21.3,16174.0
4861,002960,2020/12(E),0.0,0.0,0.0,0.0,0.0
4862,003350,2016/12,649.0,63.0,96.0,24.42,2122.0
4863,003350,2017/12,672.0,29.0,44.0,9.68,978.0
4864,003350,2018/12,882.0,48.0,33.0,6.79,732.0
4865,003350,2019/12,765.0,13.0,-15.0,-3.03,-328.0
4866,003350,2020/12(E),0.0,0.0,0.0,0.0,0.0
4867,053690,2016/12,1691.0,94.0,90.0,10.15,857.0
4868,053690,2017/12,2008.0,108.0,97.0,9.08,824.0
4869,053690,2018/12,2077.0,110.0,71.0,7.06,638.0
4870,053690,2019/12,2947.0,244.0,234.0,20.64,2038.0
4871,053690,2020/12(E),0.0,0.0,0.0,0.0,0.0
4872,010420,2016/12,2341.0,13.0,12.0,3.21,49.0
4873,010420,2017/12,2238.0,34.0,25.0,7.11,120.0
4874,010420,2018/12,2484.0,50.0,36.0,9.62,175.0
4875,010420,2019/12,2339.0,40.0,32.0,7.94,154.0
4876,010420,2020/12(E),0.0,0.0,0.0,0.0,0.0
4877,001750,2016/12,,89.0,69.0,2.61,523.0
4878,001750,2017/12,,61.0,49.0,1.83,370.0
4879,001750,2018/12,,56.0,47.0,1.73,351.0
4880,001750,2019/12,,296.0,222.0,7.85,1672.0
4881,001750,2020/12(E),,0.0,0.0,0.0,0.0
4882,097230,2016/12,28133.0,-793.0,-3134.0,-29.89,-21982.0
4883,097230,2017/12,16477.0,-19.0,-2780.0,-37.16,-19129.0
4884,097230,2018/12,16979.0,617.0,-12836.0,0.0,-88339.0
4885,097230,2019/12,16288.0,838.0,3062.0,0.0,5201.0
4886,097230,2020/12(E),0.0,0.0,0.0,0.0,0.0
4887,003480,2016/12,9683.0,168.0,-2911.0,-42.5,-9036.0
4888,003480,2017/12,9067.0,243.0,-1596.0,-33.57,-4722.0
4889,003480,2018/12,9460.0,324.0,-3.0,2.69,306.0
4890,003480,2019/12,8776.0,384.0,304.0,8.98,1025.0
4891,003480,2020/12(E),0.0,0.0,0.0,0.0,0.0
4892,180640,2016/12,9910.0,990.0,-3964.0,-35.01,-7134.0
4893,180640,2017/12,11497.0,1153.0,2291.0,17.59,3717.0
4894,180640,2018/12,13049.0,1088.0,-104.0,-2.2,-561.0
4895,180640,2019/12,12035.0,-39.0,-2592.0,-17.56,-4070.0
4896,180640,2020/12(E),3530.0,-2070.0,-3980.0,-33.24,-5912.0
4897,000880,2016/12,471202.0,16859.0,12887.0,11.48,6087.0
4898,000880,2017/12,504044.0,21589.0,13109.0,9.06,4140.0
4899,000880,2018/12,487402.0,18061.0,7993.0,10.73,4784.0
4900,000880,2019/12,504124.0,11257.0,2311.0,2.09,919.0
4901,000880,2020/12(E),518819.0,14530.0,7688.0,7.73,3607.0
4902,009830,2016/12,92588.0,7792.0,7709.0,15.23,4564.0
4903,009830,2017/12,93418.0,7564.0,8345.0,14.6,4970.0
4904,009830,2018/12,90460.0,3543.0,1604.0,3.08,1133.0
4905,009830,2019/12,95033.0,3783.0,-2489.0,-4.02,-1457.0
4906,009830,2020/12(E),88053.0,6381.0,4324.0,7.17,2627.0
4907,267260,2016/12,0.0,0.0,0.0,0.0,0.0
4908,267260,2017/12,14496.0,624.0,143.0,0.0,800.0
4909,267260,2018/12,19404.0,-1006.0,-1789.0,-18.92,-7585.0
4910,267260,2019/12,17711.0,-1567.0,-2643.0,-34.08,-10981.0
4911,267260,2020/12(E),18893.0,528.0,190.0,2.68,527.0
4912,004020,2016/12,166915.0,14454.0,8671.0,5.41,6371.0
4913,004020,2017/12,191660.0,13676.0,7275.0,4.35,5366.0
4914,004020,2018/12,207804.0,10261.0,4080.0,2.39,2988.0
4915,004020,2019/12,205126.0,3313.0,256.0,0.1,128.0
4916,004020,2020/12(E),179006.0,1127.0,-1266.0,-0.68,-859.0
4917,032560,2016/12,2253.0,202.0,249.0,11.19,1480.0
4918,032560,2017/12,2247.0,275.0,227.0,9.66,1434.0
4919,032560,2018/12,2448.0,240.0,173.0,6.48,1038.0
4920,032560,2019/12,2436.0,188.0,316.0,10.23,1794.0
4921,032560,2020/12(E),0.0,0.0,0.0,0.0,0.0
4922,241520,2016/12,,14.0,10.0,8.51,78.0
4923,241520,2017/12,,28.0,22.0,10.97,126.0
4924,241520,2018/12,,64.0,51.0,19.53,303.0
4925,241520,2019/12,,79.0,61.0,18.82,346.0
4926,241520,2020/12(E),,0.0,0.0,0.0,0.0
4927,104200,2016/12,730.0,-42.0,-38.0,-4.88,-208.0
4928,104200,2017/12,928.0,-60.0,-54.0,-7.28,-282.0
4929,104200,2018/12,897.0,59.0,52.0,8.57,321.0
4930,104200,2019/12,848.0,70.0,41.0,6.9,268.0
4931,104200,2020/12(E),0.0,0.0,0.0,0.0,0.0
4932,099220,2016/12,362.0,14.0,-10.0,-1.98,-28.0
4933,099220,2017/12,526.0,38.0,27.0,5.33,78.0
4934,099220,2018/12,609.0,29.0,20.0,3.24,47.0
4935,099220,2019/12,650.0,30.0,40.0,5.59,86.0
4936,099220,2020/12(E),0.0,0.0,0.0,0.0,0.0
4937,307070,2016/12,,0.0,0.0,0.0,0.0
4938,307070,2017/12,,0.0,0.0,0.0,0.0
4939,307070,2018/12,,0.0,0.0,0.0,-16.0
4940,307070,2019/12,,0.0,1.0,1.0,18.0
4941,307070,2020/12(E),,0.0,0.0,0.0,0.0
4942,057500,2016/12,945.0,173.0,-356.0,-135.55,-762.0
4943,057500,2017/12,1327.0,242.0,394.0,75.54,641.0
4944,057500,2018/12,1403.0,275.0,245.0,29.38,399.0
4945,057500,2019/12,1388.0,76.0,4.0,0.42,6.0
4946,057500,2020/12(E),0.0,0.0,0.0,0.0,0.0
4947,036490,2016/12,4614.0,1541.0,1105.0,27.24,10299.0
4948,036490,2017/12,5123.0,1477.0,1041.0,25.25,9660.0
