,Code,Name,Industry,Main_product,부채비율,시가총액(억),종가,S-RIM,매수금액,매도금액_1st,매도금액_2nd,매수비율(S-RIM),매도비율(S-RIM),ROE_20,ROE_19,roe_past_2,roe_past_3,ROE_improve,Return_rate(BPS&ROE),영업이익_20(E),영업이익_19,영업이익_18,영업이익_17,Multiple,영업이익_비율,매출액_20(E),매출액_19,매출액_18,매출액_17
18,006220,제주은행,은행 및 저축기관,"은행업무,외국환업무,신탁업무",1,935.0,2980.0,Ave ROE,14727.0,14148.0,12089.0,4.94,4.06,0.0,5.76,6.25,6.79,No,4.06,0.0,372.0,358.0,337.0,10,0.0,0.0,0.0,0.0,0.0
19,000860,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",5,991.0,15100.0,Ave ROE,73966.0,68631.0,49636.0,4.9,3.29,0.0,2.8,7.71,4.89,No,3.29,0.0,-20.0,17.0,151.0,10,0.0,0.0,3325.0,3070.0,3000.0
20,005720,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",5,2080.0,3890.0,Ave ROE,18957.0,18511.0,16920.0,4.87,4.35,0.0,5.96,6.63,9.42,No,4.04,0.0,2251.0,1436.0,734.0,10,0.0,0.0,22913.0,13600.0,3140.0
21,003300,한일홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업,5,2617.0,43600.0,Ave ROE,208540.0,234910.0,328809.0,4.78,7.54,0.0,1.38,40.39,3.79,No,7.25,0.0,836.0,411.0,1126.0,10,0.0,0.0,16518.0,11867.0,11908.0
22,067830,세이브존I&C,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",5,989.0,2460.0,Ave ROE,11193.0,10689.0,8891.0,4.55,3.61,0.0,5.04,6.17,7.67,No,3.37,0.0,295.0,339.0,362.0,10,0.0,0.0,1592.0,1739.0,1784.0
23,101330,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,4,719.0,2985.0,Ave ROE,13314.0,14814.0,20155.0,4.46,6.75,0.0,18.68,9.79,7.73,Yes,6.72,0.0,320.0,231.0,234.0,10,0.0,0.0,6525.0,3753.0,3208.0
24,016610,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1,1549.0,3715.0,Ave ROE,16280.0,15820.0,14179.0,4.38,3.82,0.0,7.15,8.58,0.73,No,3.77,0.0,874.0,864.0,224.0,10,0.0,0.0,0.0,0.0,0.0
25,003920,남양유업,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",5,1836.0,255000.0,Ave ROE,1109824.0,934115.0,308446.0,4.35,1.21,0.0,3.25,0.23,0.56,No,0.95,0.0,4.0,86.0,51.0,10,0.0,0.0,10308.0,10797.0,11670.0
26,085620,미래에셋생명,보험업,생명보험상품,1,6868.0,3880.0,Ave ROE,16640.0,15985.0,13654.0,4.29,3.52,0.0,4.98,5.18,11.25,No,2.41,0.0,1407.0,1424.0,640.0,10,0.0,0.0,0.0,0.0,0.0
27,012630,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",4,6094.0,10250.0,S-RIM,43745.0,47053.0,58832.0,4.27,5.74,11.67,12.58,38.82,14.36,No,10.21,4020.0,1281.0,954.0,856.0,10,6.6,42302.0,16167.0,15478.0,15210.0
28,002240,고려제강,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",5,2620.0,12950.0,Ave ROE,54837.0,44234.0,6479.0,4.23,0.5,0.0,0.73,0.25,1.72,No,0.5,0.0,317.0,380.0,388.0,10,0.0,0.0,16397.0,15772.0,15505.0
29,009410,태영건설,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1,4221.0,10050.0,Ave ROE,42358.0,46010.0,59013.0,4.21,5.87,0.0,8.38,19.21,10.12,No,2.35,0.0,3912.0,4582.0,3111.0,10,0.0,0.0,39244.0,36911.0,32664.0
30,000540,흥국화재,보험업,손해보험,1,1577.0,2650.0,Ave ROE,11056.0,11035.0,10962.0,4.17,4.14,0.0,5.51,7.69,14.44,No,4.08,0.0,444.0,628.0,1072.0,10,0.0,0.0,0.0,0.0,0.0
31,003960,사조대림,수산물 가공 및 저장 처리업,"게맛살,어육연제품,식용류,배합사료 제조",1,1256.0,13850.0,Ave ROE,57400.0,68137.0,106372.0,4.14,7.68,0.0,30.57,4.56,14.53,No,6.91,0.0,496.0,363.0,554.0,10,0.0,0.0,13297.0,9371.0,9874.0
32,175330,JB금융지주,기타 금융업,금융지주 회사,0,8785.0,4480.0,S-RIM,18512.0,19009.0,20781.0,4.13,4.64,9.09,10.36,8.69,7.86,Yes,4.75,4658.0,4849.0,4168.0,3480.0,10,5.3,0.0,0.0,0.0,0.0
33,003570,S&T중공업,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",5,1669.0,5050.0,Ave ROE,20770.0,17372.0,5272.0,4.11,1.04,0.0,2.72,3.27,-4.92,No,0.84,0.0,192.0,161.0,-375.0,10,0.0,0.0,3751.0,3963.0,4363.0
